"Table S2. Characterization of AGO1 Binding Sites and Associated Genes, related to Figures 1-5"																								
Peak ID	Chromosome	Start	End	Relative ChIP signala (RPKM)			Normalized ChIP signal (RPKM)			Associated genes	Gene ID	RNA-seq  (RPKM)				GRO-seq  (RPKM)		PolII  (RPKM)		PolII_Ser2P  (RPKM)		PolII_Ser5P (RPKM)		Nuclear AGO1-bound sRNAs  (RPKM)
AGO1_peak_459	Chr3	5079483	5079854	-2.4	1.19	8.73	13.43	11.18	13.36	At3g15090_downstream_1k	At3g15090	11.64	17.07	0.55	0.33	1.12	0.40	9.56	8.05	10.00	9.23	10.19	8.12	0.23
AGO1_peak_460	Chr3	5212918	5214778	0.3	30.67	36.94	21.17	24.31	23.47	At3g15450	At3g15450	749.21	518.35	-0.53	0.37	52.34	6.74	142.70	102.53	78.22	72.87	90.96	90.33	19.54
AGO1_peak_461	Chr3	5296321	5298629	-1.15	9.93	9.44	12.26	12.02	12.61	At3g15620_promoter_1k;At3g15630_downstream_1k;At3g15630;At3g15630_promoter_1k;At3g15640_promoter_1k	At3g15620	5.38	6.61	0.30	0.76	0.55	0.14	10.32	8.92	10.51	8.70	12.07	9.59	0.17
											At3g15630	79.38	76.25	-0.06	0.96	17.07	3.48	98.97	67.56	56.05	53.64	79.68	77.79	22.94
											At3g15640	68.21	93.98	0.46	0.40	2.13	1.83	10.03	8.74	13.80	15.28	13.49	13.57	0.21
AGO1_peak_462	Chr3	5470380	5470755	0.08	2.31	3.42	12.18	12.07	11.25	.	NA													
AGO1_peak_463	Chr3	5505363	5507830	-1.61	17.05	21.16	18.51	19	18.85	At3g16240;At3g16250	At3g16240	1190.98	278.69	-2.10	0.00	46.89	12.72	120.16	56.48	63.68	32.89	83.46	51.31	22.67
											At3g16250	57.60	67.57	0.23	0.96	3.20	0.53	40.81	21.96	34.68	18.36	42.80	23.51	4.13
AGO1_peak_464	Chr3	5556896	5557378	-5.31	3.61	9.63	15.01	13.53	12.25	At3g16370	At3g16370	412.34	102.26	-2.01	0.00	39.60	12.51	54.84	23.30	25.02	16.34	48.42	28.70	2.82
AGO1_peak_465	Chr3	5646001	5646604	-1.71	2.38	9.01	13.97	11.44	13.99	At3g16570_downstream_1k	At3g16570	119.88	79.43	-0.59	0.24	15.20	9.85	59.00	37.59	30.91	22.41	49.73	34.41	4.66
AGO1_peak_466	Chr3	5699159	5699410	-6.39	5.28	8.64	11.82	12.88	16.8	At3g16730_promoter_1k;At3g16740_promoter_1k	At3g16730	3.39	3.33	-0.02	0.99	0.35	0.19	7.15	7.30	7.73	6.77	7.45	6.44	0.07
											At3g16740	14.00	13.87	-0.01	0.99	1.96	1.09	14.90	12.56	15.12	13.93	16.91	16.01	0.75
AGO1_peak_467	Chr3	5758953	5759331	-0.64	7.32	2.82	12.4	10.41	12.55	At3g16857	At3g16857	30.47	30.12	-0.02	0.99	5.83	2.54	14.11	13.59	24.31	19.59	22.85	21.68	0.85
AGO1_peak_468	Chr3	5975987	5976288	-2.96	3.62	11.56	13.4	11.46	11.21	At3g17450_promoter_1k	At3g17450	5.91	5.84	-0.02	0.99	2.17	1.26	8.75	8.33	10.31	10.70	10.85	10.18	0.24
AGO1_peak_469	Chr3	5979789	5980041	2.02	4.89	4.66	12.95	12.62	12.97	At3g17470	At3g17470	15.54	12.12	-0.36	0.61	1.43	0.68	9.06	8.51	11.44	9.38	11.82	8.50	0.49
AGO1_peak_470	Chr3	5999031	5999300	-10.15	4.62	9.61	12.57	13.22	15.68	At3g17520_downstream_1k	At3g17520	0.69	0.22	-1.67	1.00	0.33	0.00	8.74	8.09	5.69	5.00	5.51	5.17	0.00
AGO1_peak_471	Chr3	6063632	6064047	-0.18	2.58	2.61	10.15	6.23	11.69	At3g17720_downstream_1k;At3g17730_promoter_1k	At3g17720	0.00	0.00	0.00	1.00	0.00	0.01	6.35	6.47	6.59	5.71	5.96	4.45	0.00
											At3g17730	2.54	1.13	-1.17	0.36	0.01	0.01	5.51	6.16	4.65	4.92	4.15	4.52	0.39
AGO1_peak_472	Chr3	6160513	6161042	-4.84	5.73	2.84	10.76	8.86	9.77	At3g18010_downstream_1k	At3g18010	1.73	1.06	-0.71	0.57	0.39	0.44	7.88	9.55	9.34	7.78	9.99	7.12	0.13
AGO1_peak_473	Chr3	6170697	6171045	NA	5.71	0.51	13.12	13.94	16.97	At3g18035	At3g18035	90.31	70.48	-0.36	0.57	20.96	6.06	28.64	16.94	28.76	19.12	42.75	26.87	4.12
AGO1_peak_474	Chr3	6173425	6173836	-3.42	4.86	1.24	13.42	12.06	10.26	.	NA													
AGO1_peak_475	Chr3	6180870	6181764	0.37	4.04	6.29	15.19	15.25	18.16	At3g18050	At3g18050	126.01	51.84	-1.28	0.00	9.49	3.42	29.84	13.52	25.48	14.82	31.52	16.28	7.40
AGO1_peak_476	Chr3	6181874	6183423	-1.22	5.4	8.57	17.08	13.6	15.32	At3g18050;At3g18050_downstream_1k;At3g18060_promoter_1k	At3g18050	126.01	51.84	-1.28	0.00	9.49	3.42	29.84	13.52	25.48	14.82	31.52	16.28	7.40
											At3g18060	45.80	43.60	-0.07	0.95	2.77	1.71	9.62	9.24	13.64	12.85	13.90	12.71	0.68
AGO1_peak_477	Chr3	6240632	6241113	-2.98	1.95	8.8	14.43	11.2	15.13	At3g18210_promoter_1k;At3g18215_promoter_1k;At3g18215	At3g18210	14.31	14.95	0.06	0.96	0.79	1.08	8.91	8.84	11.25	10.51	10.08	9.67	0.21
											At3g18215	31.49	28.57	-0.14	0.90	2.38	1.85	8.88	9.32	9.65	10.53	8.65	9.06	1.29
AGO1_peak_478	Chr3	6465906	6466083	0.37	8.98	4.53	11.73	10.05	8.34	At3g18773	At3g18773	7.31	4.95	-0.56	0.46	4.46	0.74	28.27	14.02	20.52	11.34	31.08	14.67	1.65
AGO1_peak_479	Chr3	6881986	6882346	-5.6	4	10.4	13.35	8.53	10.54	At3g19820	At3g19820	235.27	127.39	-0.89	0.03	42.08	21.41	20.17	12.80	25.94	17.85	35.84	22.31	3.10
AGO1_peak_480	Chr3	6902272	6902436	-0.63	2.91	7.46	16.28	8.54	14.15	.	NA													
AGO1_peak_481	Chr3	7376759	7377209	-0.62	8.16	5.91	23.73	23.47	26.01	At3g21055	At3g21055	4565.52	2793.48	-0.71	0.20	171.33	33.09	80.50	58.01	41.61	32.97	64.26	56.60	9.59
AGO1_peak_482	Chr3	7504950	7505261	2.3	4.56	7.99	11.82	10.92	11.19	.	NA													
AGO1_peak_483	Chr3	7667149	7667553	-1.37	8.08	8.87	17.62	13.07	14.36	At3g21760	At3g21760	19.60	35.99	0.88	0.04	2.69	1.20	30.14	21.26	24.66	11.07	38.16	14.17	54.32
AGO1_peak_484	Chr3	7796914	7797389	-3.24	8.91	3.22	14.11	9.53	11.1	At3g22120_promoter_1k	At3g22120	535.62	619.89	0.21	0.93	222.17	235.43	110.86	80.52	61.37	55.55	83.17	78.32	45.89
AGO1_peak_485	Chr3	7838489	7838910	-3.65	6.23	5.59	16.06	13.82	11.52	At3g22200	At3g22200	128.45	194.67	0.60	0.29	9.74	4.88	18.00	11.59	26.54	21.53	36.81	26.08	2.42
AGO1_peak_486	Chr3	7988944	7989220	NA	9.79	9.61	8.6	6.64	10.32	.	NA													
AGO1_peak_487	Chr3	8104349	8104867	-3.96	3.41	10.06	16.6	11.55	12.62	.	NA													
AGO1_peak_488	Chr3	8264190	8264351	-5.6	2.13	9	14	12.72	17.03	At3g23165_downstream_1k	At3g23165	0.00	0.00	0.00	1.00	0.00	0.00	4.25	5.69	4.24	5.00	3.71	5.90	0.00
AGO1_peak_489	Chr3	8622700	8623606	0.44	3.97	11.46	12.44	9.64	11.87	At3g23880	At3g23880	10.37	3.95	-1.39	0.02	1.35	0.11	34.43	18.55	20.06	9.56	32.10	14.11	1.66
AGO1_peak_490	Chr3	8641324	8641493	NA	9.89	6.16	10.88	6.38	9.36	At3g23920_promoter_1k	At3g23920	47.13	67.06	0.51	0.33	2.48	2.21	28.94	27.28	24.39	35.15	34.95	48.71	1.74
AGO1_peak_491	Chr3	8900536	8900751	-4.45	9.45	13.89	16	10.28	12.26	At3g24480_downstream_1k	At3g24480	101.52	62.71	-0.70	0.12	24.76	18.02	47.65	33.03	32.02	28.10	51.26	42.87	20.27
AGO1_peak_492	Chr3	9363718	9363904	-2.57	3.73	10.16	11.16	8.69	6.24	.	NA													
AGO1_peak_493	Chr3	9375314	9375604	-4.59	6.92	25.95	24.95	18.4	20.36	At3g25717	At3g25717	44.97	13.05	-1.79	0.00	23.28	2.63	73.88	27.59	22.20	16.97	40.68	30.27	4.89
AGO1_peak_494	Chr3	9375674	9375856	-4.69	4.1	7.34	7.17	11.84	17.96	At3g25717_promoter_1k	At3g25717	44.97	13.05	-1.79	0.00	23.28	2.63	73.88	27.59	22.20	16.97	40.68	30.27	4.89
AGO1_peak_495	Chr3	9492335	9492580	NA	5.82	9.74	17.92	15.62	20.23	At3g25920	At3g25920	476.36	408.58	-0.22	0.82	7.48	3.33	18.27	12.52	25.86	21.75	30.38	23.13	2.12
AGO1_peak_496	Chr3	9577588	9577870	-1.46	3.71	6.33	11.36	11.66	6.73	At3g26180_downstream_1k	At3g26180	34.55	75.43	1.13	0.00	4.02	1.36	13.50	15.06	11.60	11.49	17.04	13.79	2.98
AGO1_peak_497	Chr3	9665613	9665856	-3.94	3.8	13.77	16.11	14.19	15.19	At3g26400_promoter_1k	At3g26400	17.48	20.29	0.21	0.80	1.24	1.02	10.29	9.70	12.10	13.81	14.94	14.03	0.33
AGO1_peak_498	Chr3	9713868	9714304	-0.56	4.75	9.54	12.79	9.39	11.37	At3g26511_promoter_1k	At3g26511	0.00	0.00	0.00	1.00	0.00	0.00						0.00	
AGO1_peak_499	Chr3	9717816	9718166	-1.95	3.99	5.8	10.51	12.01	10.54	.	NA													
AGO1_peak_500	Chr3	9721799	9723878	-1.62	12.01	30.33	22.48	19.54	22.57	At3g26520_downstream_1k;At3g26520	At3g26520	1660.73	346.12	-2.26	0.00	113.77	32.13	128.53	35.85	69.67	25.25	87.13	42.53	26.18
AGO1_peak_501	Chr3	9737421	9737847	-1.85	7.5	14.93	10.86	10.75	9.9	.	NA													
AGO1_peak_502	Chr3	9738018	9738463	0.3	6.73	9.34	11.86	6.9	9.95	.	NA													
AGO1_peak_503	Chr3	9738797	9739697	-0.31	5.2	12.05	12.65	10.78	11.01	.	NA													
AGO1_peak_504	Chr3	9740022	9740176	-5.54	10.39	14.32	7.32	6.3	6.85	.	NA													
AGO1_peak_505	Chr3	9740358	9740579	3.23	6.83	11.24	12.88	7.07	7.63	.	NA													
AGO1_peak_506	Chr3	9746235	9746737	-0.09	1.58	2.88	13.12	11.38	12.39	At3g26540	At3g26540	3.41	3.03	-0.17	0.90	0.18	0.32	8.50	9.33	9.21	9.52	10.92	10.62	0.13
AGO1_peak_507	Chr3	9812713	9813340	0.48	4.47	4.64	12.77	13.66	13.79	At3g26700_downstream_1k;At3g26710_promoter_1k	At3g26700	5.48	3.34	-0.71	0.28	1.35	1.14	8.85	7.84	11.24	9.16	12.45	9.41	1.44
											At3g26710	52.62	67.31	0.36	0.58	3.29	1.29	16.69	11.65	16.77	10.81	24.60	12.71	2.63
AGO1_peak_508	Chr3	9827329	9827546	0.31	6.86	5.62	15.85	15.64	12.15	At3g26730	At3g26730	35.41	33.19	-0.09	0.93	4.03	2.06	18.37	13.15	15.73	15.01	18.20	16.57	4.45
AGO1_peak_509	Chr3	9827820	9828562	0.45	6.77	15.89	28.78	27.96	26.86	At3g26740	At3g26740	1307.02	1696.75	0.38	0.59	106.61	19.44	121.83	81.83	51.92	56.04	79.52	78.91	14.25
AGO1_peak_510	Chr3	9865972	9866266	0.58	8.11	4.73	11.7	9.53	8.61	.	NA													
AGO1_peak_511	Chr3	9911891	9912255	-3.66	6.56	1.97	16.29	12.58	16.51	At3g26900	At3g26900	68.91	66.85	-0.04	0.98	2.48	1.24	11.43	9.28	17.31	14.54	15.96	12.92	0.42
AGO1_peak_512	Chr3	10433834	10434233	-2.66	6.21	1.27	11.6	8.1	8.19	.	NA													
AGO1_peak_513	Chr3	10506861	10507196	-4.59	3.74	5.35	17	16.89	18.57	At3g28180	At3g28180	50.20	28.24	-0.83	0.05	6.88	4.92	31.50	37.85	23.84	35.87	37.62	49.27	2.45
AGO1_peak_514	Chr3	11384036	11384474	-1.65	1.67	6.76	15.57	12.3	17.57	At3g29575_promoter_1k	At3g29575	7.38	7.45	0.01	0.99	0.44	0.61	18.73	7.64	6.23	8.58	6.42	10.65	0.78
AGO1_peak_515	Chr3	11803537	11803757	NA	4.61	7.56	13.21	14.45	16.78	.	NA													
AGO1_peak_516	Chr3	14689938	14690341	-6.1	6.51	6.55	14.13	12.84	10.73	At3g42570	At3g42570	0.42	0.60	0.52	1.00	0.00	0.00	5.17	4.43	4.94	4.19	3.83	3.15	0.86
AGO1_peak_517	Chr3	15357120	15357489	0.36	0.27	7.4	16.56	8.18	10.86	.	NA													
AGO1_peak_518	Chr3	15517417	15517641	-0.16	4.76	6.58	11.39	7.46	7.06	At3g43600_promoter_1k;At3g43610_downstream_1k	At3g43600	21.45	9.66	-1.15	0.00	2.47	0.68	7.45	6.65	12.30	8.83	10.71	6.62	0.91
											At3g43610	11.08	11.45	0.05	0.97	1.35	0.82	7.68	6.38	8.03	6.78	6.97	5.30	0.52
AGO1_peak_519	Chr3	16504297	16504599	-2.73	1.56	3.64	11.59	12.85	16.06	At3g45100_promoter_1k	At3g45100	12.14	13.54	0.16	0.88	1.00	0.51	7.57	7.86	10.41	9.45	8.70	9.20	0.47
AGO1_peak_520	Chr3	16814895	16815505	-1.8	3.13	10.26	18.67	16.61	13.83	.	NA													
AGO1_peak_521	Chr3	17148294	17148538	-11.61	3.15	6.59	12.15	13.69	12.96	At3g46580	At3g46580	6.51	3.84	-0.76	0.37	0.39	0.17	10.47	8.85	9.63	7.56	11.77	7.32	0.00
AGO1_peak_522	Chr3	17156202	17156513	-4.28	5.85	0.29	10.49	10.22	13.9	At3g46590_downstream_1k	At3g46590	23.18	22.47	-0.05	0.97	6.85	1.94	13.94	11.07	18.84	15.33	21.36	16.96	3.47
AGO1_peak_523	Chr3	17182511	17182977	-4.18	5.87	4.65	15.27	10.06	12.9	At3g46630_promoter_1k;At3g46640_promoter_1k	At3g46630	43.41	22.38	-0.96	0.04	3.77	1.10	16.46	14.13	18.16	15.41	19.58	18.97	0.91
											At3g46640	35.05	26.20	-0.42	0.50	3.11	2.20	36.09	25.38	27.15	25.45	42.77	35.94	1.56
AGO1_peak_524	Chr3	17362146	17362312	-5.14	4.8	7.43	13.22	11.36	12.7	At3g47160_promoter_1k	At3g47160	46.54	35.37	-0.40	0.52	9.33	2.59	15.61	12.67	26.34	28.66	33.81	36.74	1.05
AGO1_peak_525	Chr3	17441006	17441621	-0.56	2.8	9.49	11.86	12.35	14.75	At3g47340_promoter_1k;At3g47341_promoter_1k;At3g47341	At3g47340	110.78	28.19	-1.97	0.00	9.65	2.03	56.09	17.91	13.94	30.52	25.18	50.41	7.63
											At3g47341	0.00	0.00	0.00	1.00	0.00	0.00	8.97	6.48	9.82	7.79	7.54	10.15	0.00
AGO1_peak_526	Chr3	17507626	17507946	3.29	7.71	10.16	12.79	11.79	11.86	.	NA													
AGO1_peak_527	Chr3	17904332	17904776	1.67	2.64	7.01	11.89	11.17	8.55	.	NA													
AGO1_peak_528	Chr3	17907791	17910926	1.24	30.35	29.71	12.09	12.94	13.69	At3g48360;At3g48350_downstream_1k;At3g48360_downstream_1k	At3g48360	163.18	211.82	0.38	0.56	9.51	6.43	119.92	99.99	81.99	73.69	91.72	91.21	10.15
											At3g48350	13.27	9.78	-0.44	0.53	1.89	0.82	8.42	7.62	8.25	7.09	9.48	6.98	0.00
AGO1_peak_529	Chr3	17911226	17911986	-2.29	9.28	11.19	14.44	11.42	12.21	.	NA													
AGO1_peak_530	Chr3	17920327	17920531	-6.02	4.47	5.27	12.5	9.77	20.16	At3g48380_downstream_1k;At3g48390_promoter_1k	At3g48380	14.94	18.19	0.28	0.71	1.53	0.92	7.69	8.53	10.54	10.29	10.09	10.62	0.36
											At3g48390	4.55	1.35	-1.75	0.01	0.42	0.11	9.05	7.27	7.03	5.86	8.06	5.06	0.31
AGO1_peak_531	Chr3	17997513	17997892	0.62	8.82	16.94	13.15	11.23	6.96	.	NA													
AGO1_peak_532	Chr3	18263267	18263669	-1.02	5.78	8.27	10.48	6.43	9.44	At3g49260	At3g49260	30.29	14.74	-1.04	0.01	3.93	1.36	11.56	9.60	15.45	11.58	16.01	11.49	1.00
AGO1_peak_533	Chr3	18421320	18421851	-3.48	11.46	8.22	14.52	12.68	15.89	At3g49670_downstream_1k	At3g49670	19.89	7.37	-1.43	0.00	9.18	2.14	18.44	11.79	16.63	10.96	22.34	12.90	3.23
AGO1_peak_534	Chr3	18469654	18469854	2.21	4.09	13.43	13.35	15.63	12.65	At3g49790	At3g49790	14.69	7.14	-1.04	0.04	7.31	0.83	41.65	16.87	34.18	21.14	47.38	27.80	20.66
AGO1_peak_535	Chr3	18501614	18502037	0.23	7.16	4.75	14.72	15.16	19.69	At3g49900	At3g49900	4.79	2.62	-0.87	0.46	1.22	0.76	11.01	9.06	12.91	10.54	11.68	9.21	1.17
AGO1_peak_536	Chr3	18514093	18515384	-2.49	5.1	9.28	15.02	14.44	15.52	At3g49940	At3g49940	62.27	33.85	-0.88	0.04	10.85	4.51	89.43	64.13	49.47	41.15	73.14	61.70	1.72
AGO1_peak_537	Chr3	18718167	18718434	-6.14	3.23	7.67	12	13.12	10.27	At3g50440	At3g50440	32.64	12.37	-1.40	0.02	1.96	0.69	24.56	11.20	17.46	14.21	21.81	11.03	0.47
AGO1_peak_538	Chr3	19277325	19278029	-4.22	7.96	9.48	16.09	14.85	13.78	At3g51950_downstream_1k;At3g51950	At3g51950	62.14	43.87	-0.50	0.33	15.96	5.32	22.87	14.18	31.60	18.71	41.62	22.83	2.81
AGO1_peak_539	Chr3	19278208	19278609	-1.54	6.73	4.69	16.57	14.78	16.3	At3g51950	At3g51950	62.14	43.87	-0.50	0.33	15.96	5.32	22.87	14.18	31.60	18.71	41.62	22.83	2.81
AGO1_peak_540	Chr3	19280240	19280736	-4.82	5.27	10.35	14.47	13.15	14.03	At3g51950	At3g51950	62.14	43.87	-0.50	0.33	15.96	5.32	22.87	14.18	31.60	18.71	41.62	22.83	2.81
AGO1_peak_541	Chr3	19310375	19311189	-3.27	8.56	7.39	15.37	16.95	17.75	At3g52060	At3g52060	117.74	70.78	-0.73	0.09	15.99	5.88	55.83	25.28	36.94	26.59	58.01	39.19	6.51
AGO1_peak_542	Chr3	19353436	19354011	-1.19	3.52	6.24	14.03	12.37	12.29	At3g52180_promoter_1k;At3g52190_downstream_1k	At3g52180	46.17	74.39	0.69	0.14	2.91	1.20	7.85	7.23	9.61	8.71	8.07	8.23	0.64
											At3g52190	17.94	23.02	0.36	0.60	6.69	1.93	13.73	11.63	10.18	14.05	10.54	15.69	0.27
AGO1_peak_543	Chr3	19404311	19404485	-4.52	5.23	6.46	10.57	15.17	11.51	At3g52320_promoter_1k;At3g52330_downstream_1k	At3g52320	0.00	0.00	0.00	1.00	0.02	0.02	5.78	6.76	5.07	5.55	5.08	4.17	0.00
											At3g52330	0.00	0.00	0.00	1.00	0.00	0.00	6.00	7.05	6.40	5.83	5.01	5.14	0.22
AGO1_peak_544	Chr3	19540410	19540784	-5.11	3.79	5.43	8.72	8.93	8.46	At3g52720	At3g52720	88.92	29.72	-1.58	0.00	4.84	0.85	21.20	13.06	14.09	7.97	21.68	10.71	0.21
AGO1_peak_545	Chr3	19578200	19578469	-2.3	15.15	13.1	12.13	7.21	9.02	At3g52830_downstream_1k	At3g52830	0.00	0.00	0.00	1.00	0.15	0.05	7.87	5.31	6.34	4.84	5.13	5.72	67.26
AGO1_peak_546	Chr3	19582246	19582575	-5.5	4.97	8.75	13.16	10.81	13.14	At3g52840	At3g52840	62.77	37.14	-0.76	0.09	7.32	0.99	11.59	7.14	18.56	10.88	22.75	11.58	1.13
AGO1_peak_547	Chr3	19586270	19586595	-2.42	8.13	10.77	12.59	11.94	10.71	At3g52840;At3g52840_downstream_1k	At3g52840	62.77	37.14	-0.76	0.09	7.32	0.99	11.59	7.14	18.56	10.88	22.75	11.58	1.13
AGO1_peak_548	Chr3	19656667	19656988	-6.49	3.58	3.41	13.3	9.23	10.18	At3g53010	At3g53010	0.80	0.29	-1.48	1.00	0.42	0.09	8.47	8.66	8.77	7.50	6.61	6.18	0.18
AGO1_peak_549	Chr3	19819905	19820910	-4.18	5.62	4.38	12.28	13.14	10.39	At3g53460	At3g53460	885.43	957.54	0.11	0.93	22.06	8.44	48.57	29.65	45.68	43.12	64.74	60.08	6.44
AGO1_peak_550	Chr3	20513587	20513913	-5.87	10.17	6.87	16.37	8.6	16.5	At3g55320_promoter_1k;At3g55330_downstream_1k	At3g55320	5.63	5.39	-0.06	0.96	1.38	0.85	6.58	7.22	9.77	9.18	8.46	7.58	0.22
											At3g55330	135.87	117.04	-0.22	0.79	9.35	1.50	15.46	12.71	24.89	13.21	34.69	14.84	1.09
AGO1_peak_551	Chr3	20688196	20688433	-0.87	2.93	7.27	11.76	7.5	8.9	.	NA													
AGO1_peak_552	Chr3	20908224	20908467	-5.48	4.18	8.3	13.18	13.97	14.32	At3g56390_downstream_1k;At3g56400_downstream_1k	At3g56390	0.00	0.00	0.00	1.00	0.00	0.10	7.10	9.70	6.29	6.66	6.44	5.02	0.00
											At3g56400	19.87	63.63	1.68	0.00	14.89	3.32	72.79	62.96	32.35	31.05	54.04	50.09	1.79
AGO1_peak_553	Chr3	21052134	21052318	0.36	5.06	11.24	11.6	13.18	12.03	At3g56860	At3g56860	47.18	60.18	0.35	0.58	11.98	4.22	18.56	14.61	26.14	23.01	31.32	25.92	2.36
AGO1_peak_554	Chr3	21107981	21108369	-2.46	4.08	0.43	14.98	15.14	12.23	.	NA													
AGO1_peak_555	Chr3	21251945	21252170	0.75	5.24	12.99	14.5	7.9	8.44	At3g57410_promoter_1k;At3g57420_downstream_1k	At3g57410	45.26	39.11	-0.21	0.81	7.21	3.87	10.19	8.50	20.94	20.69	17.72	17.40	1.36
											At3g57420	10.33	10.28	-0.01	1.00	1.88	1.49	10.43	10.25	12.15	13.32	12.69	11.91	1.46
AGO1_peak_556	Chr3	21291655	21291902	-5.39	16.53	1.98	8.64	15.93	13.66	At3g57520	At3g57520	120.03	225.49	0.91	0.04	7.97	3.15	40.85	18.87	35.41	30.13	56.67	46.61	6.09
AGO1_peak_557	Chr3	21344025	21344212	-8.58	6.63	6.52	15.86	9.51	5.64	At3g57630_promoter_1k;At3g57640_downstream_1k	At3g57630	6.22	11.89	0.94	0.04	0.99	0.94	7.79	8.93	7.95	10.55	7.43	11.07	0.31
											At3g57640	2.00	2.99	0.58	0.62	0.17	0.59	14.89	31.89	11.68	23.82	13.66	27.02	2.22
AGO1_peak_558	Chr3	21413281	21414052	-0.85	2.77	11.7	12.85	11.88	10.12	.	NA													
AGO1_peak_559	Chr3	21522363	21523068	-1.61	5.2	7.38	12.28	10.17	13.46	At3g58120	At3g58120	89.03	18.62	-2.26	0.00	7.47	1.50	41.95	18.96	25.77	16.94	39.32	25.14	1.54
AGO1_peak_560	Chr3	21524004	21524163	NA	6.56	14.63	14.55	9.49	13.93	At3g58120_promoter_1k	At3g58120	89.03	18.62	-2.26	0.00	7.47	1.50	41.95	18.96	25.77	16.94	39.32	25.14	1.54
AGO1_peak_561	Chr3	22142294	22145288	-3.56	11.35	11.32	28.47	26.17	25.08	At3g59940_promoter_1k;At3g59940	At3g59940	84.60	59.85	-0.50	0.44	15.91	4.34	118.69	58.72	61.12	53.51	81.16	74.40	44.33
AGO1_peak_562	Chr3	22248437	22249011	-7.25	5.03	6.11	12.09	11.73	13.78	At3g60190_promoter_1k;At3g60200_promoter_1k	At3g60190	32.25	34.60	0.10	0.92	2.18	1.10	10.16	9.62	11.78	11.90	12.17	12.53	1.06
											At3g60200	10.72	8.30	-0.37	0.65	2.93	1.46	28.56	23.65	19.58	21.37	27.99	31.32	2.20
AGO1_peak_563	Chr3	22291015	22291978	1.76	3.56	8.96	17.49	13.54	14.89	At3g60310_downstream_1k;At3g60318_promoter_1k;At3g60318;At3g60318_downstream_1k;At3g60320_downstream_1k	At3g60310	3.67	2.54	-0.53	0.50	0.64	0.56	8.72	8.15	9.63	9.87	9.81	9.45	1.00
											At3g60318	19.93	0.00	NA	0.12	0.13	0.09	15.95	8.91	59.62	45.08	43.90	41.34	5.93
											At3g60320	53.19	34.25	-0.63	0.18	6.88	3.46	22.62	16.52	24.85	19.08	29.60	22.31	12.63
AGO1_peak_564	Chr3	22362683	22362892	0.81	6.48	3.22	10.5	6.45	10.09	At3g60520_promoter_1k	At3g60520	15.98	15.45	-0.05	0.98	2.89	1.46	23.86	23.93	17.91	23.31	25.78	32.16	0.53
AGO1_peak_565	Chr3	22456782	22457519	-0.33	11.68	5.52	19.88	18.72	18.31	At3g60750	At3g60750	805.26	870.04	0.11	0.93	34.42	16.15	32.01	27.25	43.75	32.09	60.35	42.80	8.06
AGO1_peak_566	Chr3	22602679	22603441	-0.91	4.81	9.14	14.95	13.93	14.67	At3g61060	At3g61060	39.69	7.37	-2.43	0.03	11.52	1.12	48.23	17.07	32.00	22.09	46.71	26.82	4.00
AGO1_peak_567	Chr3	22603848	22604391	-1.71	10.02	9.65	15.95	16.47	14.95	At3g61060;At3g61070	At3g61060	39.69	7.37	-2.43	0.03	11.52	1.12	48.23	17.07	32.00	22.09	46.71	26.82	4.00
											At3g61070	45.10	53.74	0.25	0.84	3.73	1.35	23.93	12.73	25.84	20.22	30.65	20.48	2.10
AGO1_peak_568	Chr3	22732765	22732977	0.63	9.64	10.37	16.23	11.95	17.41	At3g61420_promoter_1k;At3g61430_promoter_1k	At3g61420	10.07	9.38	-0.10	0.93	2.81	1.40	7.58	6.53	9.73	8.39	9.53	7.60	0.51
											At3g61430	184.44	60.33	-1.61	0.00	11.89	4.49	27.70	11.37	20.00	9.99	29.92	14.86	2.20
AGO1_peak_569	Chr3	22735403	22736041	-0.54	5.46	7.61	13.11	12.58	17.35	At3g61430_downstream_1k;At3g61440_promoter_1k;At3g61440	At3g61430	184.44	60.33	-1.61	0.00	11.89	4.49	27.70	11.37	20.00	9.99	29.92	14.86	2.20
											At3g61440	553.77	779.64	0.49	0.42	28.48	9.41	39.66	27.03	32.43	22.35	49.34	34.11	2.04
AGO1_peak_570	Chr3	22736495	22736774	-4.17	4.49	6.96	12.97	13.33	24.19	At3g61440	At3g61440	553.77	779.64	0.49	0.42	28.48	9.41	39.66	27.03	32.43	22.35	49.34	34.11	2.04
AGO1_peak_571	Chr3	22744173	22744715	-4.1	3.56	10.71	14.12	12.92	12.26	.	NA													
AGO1_peak_572	Chr3	22745199	22747522	-3.24	5.96	9.28	22.49	20.13	24.06	At3g61470	At3g61470	3595.80	1299.20	-1.47	0.01	120.44	20.86	54.90	27.78	42.48	40.50	57.44	53.16	38.46
AGO1_peak_573	Chr3	22785114	22785419	-1.01	9.27	2.04	13.22	7.42	11.75	At3g61580_promoter_1k	At3g61580	176.56	60.30	-1.55	0.00	18.32	7.35	47.11	41.87	23.30	26.24	35.95	41.60	10.13
AGO1_peak_574	Chr3	22933971	22934393	-5.02	7.43	9.12	10.82	7.66	10.24	At3g61920_promoter_1k	At3g61920	0.33	0.61	0.88	1.00	0.02	0.03	7.51	7.75	5.97	5.19	4.69	4.73	0.32
