Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT1G07990	979	1034	842	984
gene:AT1G08000	184	205	163	226
gene:AT1G08005	0	0	0	0
gene:AT1G08010	320	353	308	317
gene:AT1G08030	356	356	293	365
gene:AT1G08035	1	3	6	4
gene:AT1G08040	424	437	443	404
gene:AT1G08050	558	399	75	67
gene:AT1G08060	551	477	415	582
gene:AT1G08065	2	0	0	0
gene:AT1G08070	46	54	74	62
gene:AT1G08080	2	0	0	1
gene:AT1G08090	6	6	0	0
gene:AT1G08100	2	0	0	0
gene:AT1G08110	1135	1284	1406	1425
gene:AT1G08120	14	5	16	19
gene:AT1G08125	265	288	234	299
gene:AT1G08130	525	523	531	587
gene:AT1G08135	0	4	0	0
gene:AT1G08140	0	0	0	0
gene:AT1G08150	0	0	1	0
gene:AT1G08160	158	158	124	199
gene:AT1G08165	128	48	14	21
gene:AT1G08170	0	0	0	0
gene:AT1G08180	153	142	100	108
gene:AT1G08190	2066	1989	1496	1680
gene:AT1G08200	2445	2349	2638	3539
gene:AT1G08210	394	399	338	358
gene:AT1G08220	125	109	63	100
gene:AT1G08230	820	665	223	212
gene:AT1G08250	0	0	0	0
gene:AT1G08260	619	423	287	369
gene:AT1G08270	35	31	10	18
gene:AT1G08280	166	209	121	162
gene:AT1G08290	113	110	22	64
gene:AT1G08300	56	70	82	174
gene:AT1G08310	918	735	108	40
gene:AT1G08315	165	162	256	148
gene:AT1G08320	68	63	118	142
gene:AT1G08340	40	21	60	54
gene:AT1G08350	246	272	124	195
gene:AT1G08360	3774	3787	2866	3405
gene:AT1G08370	631	733	525	522
gene:AT1G08380	6809	9954	10231	9544
gene:AT1G08390	13	37	22	31
gene:AT1G08400	209	148	109	170
gene:AT1G08410	459	380	452	427
gene:AT1G08420	1658	1422	1562	1735
gene:AT1G08430	1102	1057	111	234
gene:AT1G08440	41	33	6	4
gene:AT1G08450	3710	3032	616	811
gene:AT1G08460	556	599	374	417
gene:AT1G08465	134	146	234	253
gene:AT1G08470	347	355	335	326
gene:AT1G08480	1124	1167	603	689
gene:AT1G08490	803	888	873	846
gene:AT1G08500	34	63	103	120
gene:AT1G08510	1732	1684	1731	2547
gene:AT1G08520	2220	2599	2504	3016
gene:AT1G08530	308	389	119	194
gene:AT1G08540	1393	1658	1551	1932
gene:AT1G08550	1176	1400	1818	2350
gene:AT1G08560	313	337	403	376
gene:AT1G08570	1525	1331	1924	1496
gene:AT1G08580	488	488	277	333
gene:AT1G08590	203	264	304	402
gene:AT1G08600	1016	823	623	721
gene:AT1G08610	128	121	207	212
gene:AT1G08620	947	855	700	732
gene:AT1G08630	134	165	407	220
gene:AT1G08640	1333	1424	809	935
gene:AT1G08645	0	2	0	0
gene:AT1G08650	4305	5291	642	278
gene:AT1G08660	673	775	439	546
gene:AT1G08670	8	20	10	21
gene:AT1G08680	715	617	666	833
gene:AT1G08695	0	0	0	0
gene:AT1G08700	637	700	449	466
gene:AT1G08710	152	196	122	165
gene:AT1G08720	794	732	677	642
gene:AT1G08730	16	8	26	7
gene:AT1G08750	255	202	162	229
gene:AT1G08760	608	487	404	466
gene:AT1G08770	263	224	219	200
gene:AT1G08780	305	340	222	253
gene:AT1G08790	0	0	0	0
gene:AT1G08800	755	687	543	659
gene:AT1G08810	226	164	244	222
gene:AT1G08820	972	944	701	838
gene:AT1G08830	8707	7893	372	425
gene:AT1G08840	144	106	139	129
gene:AT1G08845	74	109	71	109
gene:AT1G08860	6	2	6	3
gene:AT1G08880	1152	1381	861	930
gene:AT1G08890	371	367	365	401
gene:AT1G08900	270	303	437	442
gene:AT1G08910	461	496	458	446
gene:AT1G08920	296	137	511	391
gene:AT1G08930	2986	2811	4446	5011
gene:AT1G08940	569	350	112	133
gene:AT1G08960	324	345	249	260
gene:AT1G08970	672	687	598	601
gene:AT1G08980	987	907	2172	1932
gene:AT1G08985	0	0	0	0
gene:AT1G08990	31	55	72	128
gene:AT1G09000	110	99	65	103
gene:AT1G09010	1724	1554	1610	1813
gene:AT1G09020	1036	1017	820	897
gene:AT1G09030	2	13	0	0
gene:AT1G09040	150	165	143	164
gene:AT1G09050	166	119	134	166
gene:AT1G09060	1530	1370	1135	1001
gene:AT1G09070	5354	4311	5327	2016
gene:AT1G09080	459	238	0	9
gene:AT1G09090	67	38	84	131
gene:AT1G09100	565	560	317	383
gene:AT1G09130	2611	2929	2251	2340
gene:AT1G09140	1042	1042	795	887
gene:AT1G09150	454	439	372	423
gene:AT1G09155	8	16	4	18
gene:AT1G09157	0	0	2	2
gene:AT1G09160	424	359	501	551
gene:AT1G09170	6	15	27	46
gene:AT1G09176	0	0	0	4
gene:AT1G09180	35	37	23	10
gene:AT1G09190	76	86	80	94
gene:AT1G09195	167	163	126	210
gene:AT1G09200	847	1058	486	609
gene:AT1G09210	4444	4066	1268	1612
gene:AT1G09220	45	17	45	26
gene:AT1G09230	306	356	179	177
gene:AT1G09240	627	554	63	90
gene:AT1G09245	0	0	0	0
gene:AT1G09250	281	315	206	246
gene:AT1G09260	0	0	0	0
gene:AT1G09270	1001	950	843	971
gene:AT1G09280	365	317	369	366
gene:AT1G09290	152	128	124	163
gene:AT1G09300	251	255	135	172
gene:AT1G09310	8608	9561	3756	3329
gene:AT1G09320	220	174	271	280
gene:AT1G09330	526	675	381	472
gene:AT1G09340	4522	5398	9151	10392
gene:AT1G09350	0	0	2	8
gene:AT1G09360	0	0	0	0
gene:AT1G09370	1	1	0	0
gene:AT1G09380	21	10	7	16
gene:AT1G09390	259	272	190	200
gene:AT1G09400	2	4	2	17
gene:AT1G09410	30	34	40	54
gene:AT1G09415	397	373	374	417
gene:AT1G09420	275	175	149	138
gene:AT1G09430	2585	2367	1371	1430
gene:AT1G09440	87	109	128	187
gene:AT1G09450	56	75	47	51
gene:AT1G09460	331	288	164	235
gene:AT1G09470	117	102	62	53
gene:AT1G09480	34	27	36	37
gene:AT1G09483	1	0	4	2
gene:AT1G09490	348	349	563	558
gene:AT1G09500	849	640	710	625
gene:AT1G09510	0	3	0	4
gene:AT1G09520	306	245	321	248
gene:AT1G09530	1043	904	316	303
gene:AT1G09540	31	18	32	28
gene:AT1G09550	0	0	0	0
gene:AT1G09560	5349	4092	943	1351
gene:AT1G09570	1752	1482	3446	3801
gene:AT1G09575	62	58	161	151
gene:AT1G09580	149	183	122	111
gene:AT1G09590	2185	2323	1350	1919
gene:AT1G09600	10	8	31	21
gene:AT1G09610	0	16	14	8
gene:AT1G09620	3065	2962	3531	4055
gene:AT1G09625	0	0	0	0
gene:AT1G09630	346	335	235	273
gene:AT1G09640	5174	5427	4626	4895
gene:AT1G09645	462	434	356	361
gene:AT1G09650	8	2	8	1
gene:AT1G09660	405	450	358	457
gene:AT1G09665	0	0	0	0
gene:AT1G09680	96	71	81	84
gene:AT1G09690	3627	3951	3057	3273
gene:AT1G09700	245	305	233	241
gene:AT1G09710	66	106	149	157
gene:AT1G09720	0	0	0	0
gene:AT1G09730	902	841	775	773
gene:AT1G09740	538	429	313	352
gene:AT1G09750	952	1194	2866	3405
gene:AT1G09760	710	766	573	625
gene:AT1G09770	2718	2663	2430	3140
gene:AT1G09780	7624	7826	2563	2649
gene:AT1G09790	0	0	0	0
gene:AT1G09794	104	65	34	46
gene:AT1G09795	1045	1162	1458	1696
gene:AT1G09800	227	310	144	145
gene:AT1G09810	205	230	231	252
gene:AT1G09812	20	30	10	9
gene:AT1G09815	340	355	213	187
gene:AT1G09820	127	142	139	162
gene:AT1G09830	447	485	363	453
gene:AT1G09840	807	827	453	760
gene:AT1G09850	1119	1186	631	684
gene:AT1G09860	0	4	0	0
gene:AT1G09870	685	671	419	452
gene:AT1G09880	24	26	6	19
gene:AT1G09890	42	45	12	37
gene:AT1G09900	312	378	508	575
gene:AT1G09910	521	534	388	398
gene:AT1G09920	595	634	378	392
gene:AT1G09930	2	5	5	0
gene:AT1G09932	468	360	20	32
gene:AT1G09935	7	0	0	0
gene:AT1G09940	755	636	840	774
gene:AT1G09950	0	6	22	14
gene:AT1G09960	177	168	178	188
gene:AT1G09970	11479	8849	7869	7882
gene:AT1G09980	680	639	417	577
gene:AT1G09995	79	60	65	52
gene:AT1G10000	12	10	32	13
gene:AT1G10010	0	0	0	0
gene:AT1G10020	349	423	1251	1343
gene:AT1G10030	112	164	100	192
gene:AT1G10040	73	66	36	63
gene:AT1G10050	415	387	304	305
gene:AT1G10060	189	140	288	330
gene:AT1G10070	159	158	1558	1004
gene:AT1G10090	382	383	574	389
gene:AT1G10095	95	98	57	135
gene:AT1G10100	0	0	0	0
gene:AT1G10110	0	5	17	28
gene:AT1G10120	749	729	399	772
gene:AT1G10130	918	817	602	694
gene:AT1G10140	538	379	457	344
gene:AT1G10150	0	0	0	0
gene:AT1G10155	7	3	3	18
gene:AT1G10170	1426	1345	3023	2294
gene:AT1G10180	578	471	443	502
gene:AT1G10190	0	0	0	0
gene:AT1G10200	2020	1926	1155	1510
gene:AT1G10210	151	176	191	219
gene:AT1G10220	0	2	6	14
gene:AT1G10225	2	8	4	4
gene:AT1G10230	154	188	163	178
gene:AT1G10240	201	183	131	175
gene:AT1G10250	8	8	8	13
gene:AT1G10270	352	364	297	368
gene:AT1G10280	118	117	103	100
gene:AT1G10290	2053	1690	1288	1562
gene:AT1G10300	15	10	4	39
gene:AT1G10310	454	466	217	212
gene:AT1G10320	406	395	166	287
gene:AT1G10330	16	16	34	41
gene:AT1G10340	460	383	41	42
gene:AT1G10350	461	304	231	295
gene:AT1G10360	459	519	468	574
gene:AT1G10370	514	511	101	93
gene:AT1G10380	138	110	151	232
gene:AT1G10385	0	0	0	2
gene:AT1G10390	1910	1764	1823	1912
gene:AT1G10395	0	0	0	0
gene:AT1G10400	24	26	16	4
gene:AT1G10410	1786	1477	524	543
gene:AT1G10417	58	23	16	12
gene:AT1G10430	676	642	512	510
gene:AT1G10450	805	588	651	732
gene:AT1G10455	0	0	0	0
gene:AT1G10460	36	30	38	20
gene:AT1G10470	949	997	1277	1514
gene:AT1G10480	104	111	18	26
gene:AT1G10490	605	517	441	628
gene:AT1G10500	829	861	715	767
gene:AT1G10510	443	599	507	629
gene:AT1G10520	43	24	35	26
gene:AT1G10522	291	338	382	410
gene:AT1G10530	39	59	29	31
gene:AT1G10540	99	76	7	13
gene:AT1G10550	20	18	40	251
gene:AT1G10560	48	56	52	97
gene:AT1G10570	598	530	380	531
gene:AT1G10580	1080	1050	629	706
gene:AT1G10585	1188	906	61	109
gene:AT1G10586	10	2	0	0
gene:AT1G10588	0	2	0	0
gene:AT1G10590	1789	1786	1242	1500
gene:AT1G10600	381	312	370	348
gene:AT1G10610	74	91	131	145
gene:AT1G10620	0	0	0	0
gene:AT1G10630	1174	1354	735	822
gene:AT1G10640	261	250	227	247
gene:AT1G10650	357	282	175	226
gene:AT1G10657	68	61	52	76
gene:AT1G10660	720	665	438	539
gene:AT1G10670	3021	2955	1968	2392
gene:AT1G10680	6	10	12	13
gene:AT1G10690	70	65	74	84
gene:AT1G10700	781	728	450	395
gene:AT1G10710	13	22	3	6
gene:AT1G10715	0	0	0	0
gene:AT1G10717	0	0	0	0
gene:AT1G10720	387	409	376	336
gene:AT1G10730	332	204	157	157
gene:AT1G10740	474	414	424	575
gene:AT1G10745	0	0	0	0
gene:AT1G10747	0	0	0	0
gene:AT1G10750	70	47	31	46
gene:AT1G10760	7949	7776	9159	10527
gene:AT1G10770	0	2	12	10
gene:AT1G10780	121	118	90	125
gene:AT1G10790	6	6	2	6
gene:AT1G10800	26	12	14	26
gene:AT1G10810	16	13	14	20
gene:AT1G10820	392	352	306	410
gene:AT1G10830	397	431	488	570
gene:AT1G10840	1427	1423	1585	1685
gene:AT1G10850	295	263	306	365
gene:AT1G10865	472	416	271	347
gene:AT1G10870	373	341	222	391
gene:AT1G10875	0	0	0	0
gene:AT1G10880	0	0	0	0
gene:AT1G10890	1291	1164	875	951
gene:AT1G10900	662	542	402	594
gene:AT1G10910	370	435	631	711
gene:AT1G10920	205	214	179	189
gene:AT1G10930	415	398	235	309
gene:AT1G10940	1251	1186	746	780
gene:AT1G10950	2636	2773	1955	2276
gene:AT1G10960	2708	3310	3817	3538
gene:AT1G10970	105	88	47	62
gene:AT1G10980	18	13	5	1
gene:AT1G10990	100	109	51	79
gene:AT1G11000	90	99	147	120
gene:AT1G11020	378	339	278	317
gene:AT1G11040	0	0	0	2
gene:AT1G11050	571	513	618	408
gene:AT1G11060	383	326	337	348
gene:AT1G11070	2	14	24	24
gene:AT1G11080	33	10	119	125
gene:AT1G11090	251	226	168	190
gene:AT1G11100	121	114	49	42
gene:AT1G11110	0	0	0	2
gene:AT1G11112	14	8	26	21
gene:AT1G11120	73	64	44	48
gene:AT1G11125	36	42	38	26
gene:AT1G11130	442	444	383	532
gene:AT1G11145	0	0	0	0
gene:AT1G11160	33	39	54	38
gene:AT1G11170	100	94	70	59
gene:AT1G11180	166	166	263	249
gene:AT1G11190	81	78	68	53
gene:AT1G11200	448	414	245	257
gene:AT1G11210	891	717	273	166
gene:AT1G11220	55	44	26	46
gene:AT1G11230	2	2	0	0
gene:AT1G11240	458	466	295	470
gene:AT1G11250	0	0	0	0
gene:AT1G11260	1842	1594	20755	19790
gene:AT1G11270	112	102	100	74
gene:AT1G11280	412	400	368	677
gene:AT1G11290	138	122	283	275
gene:AT1G11300	137	86	30	56
gene:AT1G11303	81	83	110	95
gene:AT1G11310	6000	4802	2615	2844
gene:AT1G11320	74	84	82	86
gene:AT1G11330	2298	1908	313	641
gene:AT1G11340	64	35	94	79
gene:AT1G11350	394	366	567	564
gene:AT1G11360	577	493	635	705
gene:AT1G11362	8	4	4	10
gene:AT1G11370	13	15	0	0
gene:AT1G11380	168	189	483	646
gene:AT1G11390	423	444	352	388
gene:AT1G11400	331	251	340	458
gene:AT1G11410	190	190	333	318
gene:AT1G11420	141	138	52	91
gene:AT1G11430	947	1019	1121	1244
gene:AT1G11440	181	243	206	290
gene:AT1G11450	20	41	125	155
gene:AT1G11460	2	0	4	12
gene:AT1G11470	0	0	0	0
gene:AT1G11475	316	361	232	308
gene:AT1G11480	1473	1369	1192	1489
gene:AT1G11490	8	2	0	4
gene:AT1G11500	7	2	4	6
gene:AT1G11510	0	0	0	0
gene:AT1G11520	129	141	92	127
gene:AT1G11530	322	284	555	480
gene:AT1G11540	23	29	13	30
gene:AT1G11545	148	189	156	354
gene:AT1G11560	0	2	0	4
gene:AT1G11570	10	12	4	20
gene:AT1G11572	2	4	0	0
gene:AT1G11580	4131	3366	1561	2732
gene:AT1G11590	0	0	1	0
gene:AT1G11591	45	62	52	74
gene:AT1G11593	0	0	0	0
gene:AT1G11600	60	74	258	278
gene:AT1G11608	0	0	0	0
gene:AT1G11610	19	16	0	0
gene:AT1G11620	0	0	0	0
gene:AT1G11630	209	225	249	340
gene:AT1G11650	4480	4348	4493	4813
gene:AT1G11655	0	0	0	0
gene:AT1G11660	1117	1089	644	805
gene:AT1G11670	318	311	320	445
gene:AT1G11680	2036	2066	1656	1625
gene:AT1G11684	0	0	0	0
gene:AT1G11690	0	0	0	0
gene:AT1G11700	105	100	57	46
gene:AT1G11710	66	73	83	116
gene:AT1G11720	726	760	883	1139
gene:AT1G11730	15	12	22	29
gene:AT1G11740	4	8	29	23
gene:AT1G11750	898	983	1085	1276
gene:AT1G11755	213	263	177	211
gene:AT1G11760	99	103	135	110
gene:AT1G11765	0	0	0	0
gene:AT1G11770	1	0	0	0
gene:AT1G11780	200	190	199	196
gene:AT1G11785	6	0	2	3
gene:AT1G11790	521	520	330	441
gene:AT1G11800	159	138	112	92
gene:AT1G11810	0	0	0	0
gene:AT1G11820	366	449	611	847
gene:AT1G11840	8805	7952	2976	3993
gene:AT1G11850	62	85	161	191
gene:AT1G11860	10474	11875	17327	21701
gene:AT1G11870	438	424	445	482
gene:AT1G11880	121	142	117	126
gene:AT1G11890	903	813	472	656
gene:AT1G11900	55	60	47	68
gene:AT1G11905	300	253	209	273
gene:AT1G11910	12500	11407	7432	6643
gene:AT1G11915	4	14	2	4
gene:AT1G11920	0	0	4	0
gene:AT1G11925	0	2	4	0
gene:AT1G11930	966	855	693	819
gene:AT1G11940	136	125	55	79
gene:AT1G11950	253	187	193	166
gene:AT1G11960	419	296	268	256
gene:AT1G11970	0	0	0	0
gene:AT1G11980	0	0	0	0
gene:AT1G11990	2	0	0	8
gene:AT1G12000	2595	2425	1073	1333
gene:AT1G12010	1516	1424	363	383
gene:AT1G12020	97	114	197	183
gene:AT1G12030	13	9	44	16
gene:AT1G12040	16	28	264	222
gene:AT1G12050	1599	1498	652	650
gene:AT1G12060	86	77	78	50
gene:AT1G12064	0	0	0	0
gene:AT1G12070	0	4	2	7
gene:AT1G12080	195	236	266	374
gene:AT1G12090	1918	3083	4860	6949
gene:AT1G12100	3	2	11	15
gene:AT1G12110	2402	1863	1421	2274
gene:AT1G12120	1084	1071	1125	1218
gene:AT1G12130	11	3	2	6
gene:AT1G12140	1206	1088	553	672
gene:AT1G12150	11	6	8	10
gene:AT1G12160	257	167	50	104
gene:AT1G12170	0	0	0	0
gene:AT1G12180	6	2	0	0
gene:AT1G12190	0	0	0	0
gene:AT1G12200	1372	1067	284	250
gene:AT1G12210	28	25	20	16
gene:AT1G12211	0	0	0	0
gene:AT1G12220	500	395	379	373
gene:AT1G12230	1417	1564	1274	1400
gene:AT1G12240	1138	1071	3602	3997
gene:AT1G12244	136	93	177	150
gene:AT1G12250	462	504	705	751
gene:AT1G12260	35	29	49	56
gene:AT1G12270	1007	941	775	1031
gene:AT1G12280	201	169	113	191
gene:AT1G12290	175	131	55	68
gene:AT1G12300	84	111	96	160
gene:AT1G12320	84	81	72	108
gene:AT1G12310	0	0	0	0
gene:AT1G12330	106	112	297	373
gene:AT1G12340	39	33	22	38
gene:AT1G12350	268	291	237	259
gene:AT1G12360	1380	1130	949	1219
gene:AT1G12370	116	94	69	79
gene:AT1G12380	320	291	120	168
gene:AT1G12390	205	205	181	253
gene:AT1G12400	182	163	95	54
gene:AT1G12410	1672	1739	1575	1684
gene:AT1G12411	0	0	0	0
gene:AT1G12420	285	214	204	221
gene:AT1G12430	673	597	493	657
gene:AT1G12440	1000	1180	2649	2982
gene:AT1G12450	187	192	295	326
gene:AT1G12460	133	166	292	432
gene:AT1G12470	899	914	753	847
gene:AT1G12480	138	96	103	113
gene:AT1G12490	0	0	2	6
gene:AT1G12500	292	385	563	769
gene:AT1G12520	1267	1249	455	571
gene:AT1G12530	166	235	118	150
gene:AT1G12540	0	0	0	0
gene:AT1G12550	109	74	61	91
gene:AT1G12560	10	22	76	91
gene:AT1G12570	45	16	46	78
gene:AT1G12580	669	533	834	934
gene:AT1G12600	3	3	7	6
gene:AT1G12610	0	2	14	4
gene:AT1G12615	0	0	0	0
gene:AT1G12620	118	107	83	164
gene:AT1G12630	0	2	2	12
gene:AT1G12640	763	690	592	648
gene:AT1G12650	422	406	278	360
gene:AT1G12660	0	0	0	0
gene:AT1G12663	0	0	0	0
gene:AT1G12665	2	2	0	0
gene:AT1G12672	21	6	0	0
gene:AT1G12680	451	397	446	483
gene:AT1G12700	66	64	102	93
gene:AT1G12710	178	232	577	433
gene:AT1G12730	103	95	190	205
gene:AT1G12740	65	61	225	305
gene:AT1G12750	155	147	140	191
gene:AT1G12760	957	922	987	997
gene:AT1G12770	1011	1070	1103	1154
gene:AT1G12775	162	156	73	108
gene:AT1G12780	1691	1420	3080	2603
gene:AT1G12790	67	74	89	116
gene:AT1G12800	2529	2703	2171	2528
gene:AT1G12805	36	33	12	7
gene:AT1G12810	354	378	392	368
gene:AT1G12820	750	749	666	772
gene:AT1G12840	2685	2683	1970	2234
gene:AT1G12830	0	0	0	0
gene:AT1G12845	116	149	196	178
gene:AT1G12850	535	572	481	573
gene:AT1G12855	2	0	2	6
gene:AT1G12860	213	269	806	802
gene:AT1G12870	1	0	0	4
gene:AT1G12880	152	127	94	95
gene:AT1G12890	20	12	4	2
gene:AT1G12900	7722	9905	10954	14228
gene:AT1G12910	517	551	726	721
gene:AT1G12920	2209	2091	1894	2032
gene:AT1G12930	456	379	378	391
gene:AT1G12940	0	1	0	2
gene:AT1G12950	38	22	29	57
gene:AT1G12960	0	0	0	0
gene:AT1G12970	248	274	235	238
gene:AT1G12980	2	0	0	2
gene:AT1G12990	318	324	611	691
gene:AT1G13000	486	478	246	384
gene:AT1G13020	1021	963	732	787
gene:AT1G13030	187	157	111	158
gene:AT1G13040	105	82	83	84
gene:AT1G13050	66	91	59	77
gene:AT1G13060	1974	1951	1234	1365
gene:AT1G13080	379	333	147	170
gene:AT1G13090	1664	1331	702	904
gene:AT1G13100	66	54	102	92
gene:AT1G13110	872	644	1045	1112
gene:AT1G13120	410	429	282	337
gene:AT1G13130	35	20	18	26
gene:AT1G13140	20	21	6	21
gene:AT1G13143	0	0	0	0
gene:AT1G13150	16	20	22	22
gene:AT1G13160	679	657	477	610
gene:AT1G13170	844	735	478	571
gene:AT1G13180	294	330	190	236
gene:AT1G13190	1106	987	1385	1374
gene:AT1G13195	200	205	133	118
gene:AT1G13200	0	0	0	0
gene:AT1G13210	2721	2309	1319	1457
gene:AT1G13220	634	600	323	471
gene:AT1G13230	0	0	4	4
gene:AT1G13245	722	500	1383	775
gene:AT1G13250	137	138	331	334
gene:AT1G13260	2363	1602	1381	1027
gene:AT1G13270	744	884	1095	1125
gene:AT1G13280	978	916	480	511
gene:AT1G13290	0	2	2	0
gene:AT1G13300	826	643	637	467
gene:AT1G13310	2	6	6	0
gene:AT1G13320	1157	1011	1012	1052
gene:AT1G13330	50	71	26	19
gene:AT1G13340	167	146	9	20
gene:AT1G13350	681	612	599	735
gene:AT1G13360	2088	1791	460	634
gene:AT1G13370	12	22	4	6
gene:AT1G13380	369	413	402	454
gene:AT1G13390	734	739	473	579
gene:AT1G13400	2	2	0	4
gene:AT1G13410	70	79	76	57
gene:AT1G13420	40	50	21	42
gene:AT1G13430	0	6	20	38
gene:AT1G13440	27672	29428	14989	14404
gene:AT1G13450	521	489	536	682
gene:AT1G13460	330	307	268	322
gene:AT1G13470	696	412	0	6
gene:AT1G13480	117	83	2	5
gene:AT1G13485	0	0	0	0
gene:AT1G13490	0	6	0	1
gene:AT1G13500	0	8	8	3
gene:AT1G13510	8	12	18	23
gene:AT1G13520	302	169	4	26
gene:AT1G13530	36	71	16	6
gene:AT1G13540	37	45	0	6
gene:AT1G13550	8	10	2	0
gene:AT1G13560	829	940	891	1032
gene:AT1G13570	338	290	264	322
gene:AT1G13580	154	211	153	171
gene:AT1G13590	35	31	30	52
gene:AT1G13600	46	22	16	26
gene:AT1G13605	0	0	0	0
gene:AT1G13607	0	0	0	0
gene:AT1G13608	0	0	0	2
gene:AT1G13609	0	0	13	5
gene:AT1G13610	16	15	0	8
gene:AT1G13620	27	29	18	8
gene:AT1G13630	72	55	71	120
gene:AT1G13635	7	19	9	16
gene:AT1G13640	1025	993	1624	1644
gene:AT1G13650	6	10	33	68
gene:AT1G13670	166	136	302	284
gene:AT1G13680	0	0	0	0
gene:AT1G13690	276	234	259	276
gene:AT1G13700	354	391	492	407
gene:AT1G13710	398	415	102	107
gene:AT1G13730	428	458	368	475
gene:AT1G13740	102	157	164	209
gene:AT1G13750	2467	1959	92	107
gene:AT1G13755	0	0	0	0
gene:AT1G13760	0	0	0	0
gene:AT1G13770	190	162	143	161
gene:AT1G13780	153	126	177	142
gene:AT1G13790	28	33	67	98
gene:AT1G13800	50	33	62	47
gene:AT1G13805	0	0	0	0
gene:AT1G13810	91	130	183	141
gene:AT1G13820	408	549	486	431
gene:AT1G13825	0	0	0	0
gene:AT1G13830	121	131	27	39
gene:AT1G13860	491	511	244	380
gene:AT1G13870	336	349	278	345
gene:AT1G13880	612	549	555	605
gene:AT1G13890	0	0	0	0
gene:AT1G13900	784	711	496	533
gene:AT1G13910	93	77	62	56
gene:AT1G13920	72	55	59	81
gene:AT1G13930	8470	10524	8378	7735
gene:AT1G13940	465	373	343	389
gene:AT1G13950	112	97	104	113
gene:AT1G13960	627	506	557	626
gene:AT1G13970	87	72	77	126
gene:AT1G13980	1468	1403	1439	1665
gene:AT1G13990	2000	1784	1053	883
gene:AT1G14000	1708	1479	1001	1129
gene:AT1G14010	1079	1008	313	417
gene:AT1G14020	263	364	251	293
gene:AT1G14030	422	558	508	544
gene:AT1G14040	225	155	219	284
gene:AT1G14048	0	0	0	0
gene:AT1G14060	319	360	245	298
gene:AT1G14080	43	38	69	95
gene:AT1G14100	0	0	0	0
gene:AT1G14110	0	0	0	0
gene:AT1G14120	91	86	105	208
gene:AT1G14130	510	369	263	237
gene:AT1G14140	225	189	269	325
gene:AT1G14150	477	558	1014	1290
gene:AT1G14160	4	2	18	43
gene:AT1G14170	491	459	304	373
gene:AT1G14180	136	87	127	108
gene:AT1G14185	2	10	60	43
gene:AT1G14190	0	11	66	57
gene:AT1G14200	711	600	245	162
gene:AT1G14205	30	41	84	68
gene:AT1G14210	255	301	300	312
gene:AT1G14220	0	10	22	10
gene:AT1G14230	676	605	392	372
gene:AT1G14240	74	80	58	122
gene:AT1G14250	89	99	282	364
gene:AT1G14260	36	23	7	6
gene:AT1G14270	372	475	562	681
gene:AT1G14280	28	58	371	505
gene:AT1G14290	224	221	419	632
gene:AT1G14300	278	228	303	342
gene:AT1G14310	147	179	105	130
gene:AT1G14315	0	0	0	0
gene:AT1G14320	6892	7345	5287	5947
gene:AT1G14330	925	597	429	549
gene:AT1G14340	348	266	204	167
gene:AT1G14345	779	1192	1339	1453
gene:AT1G14350	436	423	115	235
gene:AT1G14360	829	789	333	278
gene:AT1G14370	763	646	228	182
gene:AT1G14380	747	788	719	807
gene:AT1G14390	27	29	33	49
gene:AT1G14400	1313	1282	1293	1455
gene:AT1G14410	355	394	267	329
gene:AT1G14420	0	3	2	8
gene:AT1G14430	28	24	50	54
gene:AT1G14440	140	193	233	323
gene:AT1G14450	166	194	108	138
gene:AT1G14453	0	0	0	0
gene:AT1G14455	2	0	0	0
gene:AT1G14460	507	413	320	456
gene:AT1G14470	19	20	56	47
gene:AT1G14480	88	86	78	49
gene:AT1G14490	16	26	8	12
gene:AT1G14500	0	0	0	7
gene:AT1G14510	831	791	766	907
gene:AT1G14520	171	191	77	151
gene:AT1G14530	163	114	87	140
gene:AT1G14540	52	40	12	10
gene:AT1G14550	2	0	1	0
gene:AT1G14560	333	299	228	271
gene:AT1G14570	911	912	676	863
gene:AT1G14580	20	16	220	202
gene:AT1G14590	81	88	108	161
gene:AT1G14600	88	115	19	24
gene:AT1G14610	2531	2300	2020	2580
gene:AT1G14620	358	394	255	387
gene:AT1G14630	114	106	42	46
gene:AT1G14640	38	20	78	67
gene:AT1G14642	0	0	9	4
gene:AT1G14650	1627	1618	1670	1743
gene:AT1G14660	167	143	101	131
gene:AT1G14670	2893	2660	1979	3016
gene:AT1G14680	34	24	40	40
gene:AT1G14685	743	753	758	1021
gene:AT1G14686	4	2	0	6
gene:AT1G14687	45	50	32	34
gene:AT1G14688	0	0	0	0
gene:AT1G14690	968	881	768	896
gene:AT1G14700	22	27	193	194
gene:AT1G14710	1991	2027	912	1085
gene:AT1G14720	1387	1283	1132	1277
gene:AT1G14730	241	200	129	142
gene:AT1G14740	2724	2034	2196	2366
gene:AT1G14750	14	34	20	28
gene:AT1G14755	0	0	0	0
gene:AT1G14760	6	8	7	3
gene:AT1G14770	104	134	104	145
gene:AT1G14780	258	264	72	72
gene:AT1G14790	806	663	340	500
gene:AT1G14800	3	0	2	0
gene:AT1G14810	1016	1058	793	1001
gene:AT1G14820	473	492	204	215
gene:AT1G14830	1516	1565	1157	1365
gene:AT1G14840	302	324	406	504
gene:AT1G14850	861	734	889	1030
gene:AT1G14860	131	137	111	86
