Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT1G08005	0	0	0	0
gene:AT1G08010	290	365	308	317
gene:AT1G08030	322	351	293	365
gene:AT1G08035	2	6	6	4
gene:AT1G08040	380	433	443	404
gene:AT1G08050	72	78	75	67
gene:AT1G08060	461	568	415	582
gene:AT1G08065	0	0	0	0
gene:AT1G08070	78	84	74	62
gene:AT1G08080	0	0	0	1
gene:AT1G08090	0	4	0	0
gene:AT1G08100	0	0	0	0
gene:AT1G08110	1292	1598	1406	1425
gene:AT1G08120	20	22	16	19
gene:AT1G08125	240	281	234	299
gene:AT1G08130	525	774	531	587
gene:AT1G08135	0	0	0	0
gene:AT1G08140	4	2	0	0
gene:AT1G08150	0	0	1	0
gene:AT1G08160	159	170	124	199
gene:AT1G08165	26	7	14	21
gene:AT1G08170	2	0	0	0
gene:AT1G08180	68	84	100	108
gene:AT1G08190	1361	1454	1496	1680
gene:AT1G08200	2446	3041	2638	3539
gene:AT1G08210	308	322	338	358
gene:AT1G08220	59	80	63	100
gene:AT1G08230	251	262	223	212
gene:AT1G08250	1	0	0	0
gene:AT1G08260	252	342	287	369
gene:AT1G08270	25	27	10	18
gene:AT1G08280	134	154	121	162
gene:AT1G08290	30	39	22	64
gene:AT1G08300	102	121	82	174
gene:AT1G08310	42	83	108	40
gene:AT1G08315	184	241	256	148
gene:AT1G08320	116	188	118	142
gene:AT1G08340	54	56	60	54
gene:AT1G08350	128	174	124	195
gene:AT1G08360	2825	3201	2866	3405
gene:AT1G08370	465	565	525	522
gene:AT1G08380	9867	10902	10231	9544
gene:AT1G08390	18	16	22	31
gene:AT1G08400	119	97	109	170
gene:AT1G08410	422	456	452	427
gene:AT1G08420	1298	1478	1562	1735
gene:AT1G08430	180	195	111	234
gene:AT1G08440	4	2	6	4
gene:AT1G08450	647	840	616	811
gene:AT1G08460	373	470	374	417
gene:AT1G08465	191	241	234	253
gene:AT1G08470	274	368	335	326
gene:AT1G08480	607	657	603	689
gene:AT1G08490	670	920	873	846
gene:AT1G08500	63	118	103	120
gene:AT1G08510	1567	1949	1731	2547
gene:AT1G08520	2477	2781	2504	3016
gene:AT1G08530	123	180	119	194
gene:AT1G08540	1637	2020	1551	1932
gene:AT1G08550	2054	2398	1818	2350
gene:AT1G08560	319	352	403	376
gene:AT1G08570	1555	1821	1924	1496
gene:AT1G08580	284	325	277	333
gene:AT1G08590	294	336	304	402
gene:AT1G08600	596	874	623	721
gene:AT1G08610	207	232	207	212
gene:AT1G08620	706	850	700	732
gene:AT1G08630	178	141	407	220
gene:AT1G08640	718	923	809	935
gene:AT1G08645	0	0	0	0
gene:AT1G08650	826	941	642	278
gene:AT1G08660	398	520	439	546
gene:AT1G08670	25	29	10	21
gene:AT1G08680	612	812	666	833
gene:AT1G08695	0	2	0	0
gene:AT1G08700	366	460	449	466
gene:AT1G08710	126	157	122	165
gene:AT1G08720	601	609	677	642
gene:AT1G08730	22	14	26	7
gene:AT1G08750	158	209	162	229
gene:AT1G08760	352	458	404	466
gene:AT1G08770	190	185	219	200
gene:AT1G08780	260	216	222	253
gene:AT1G08790	0	0	0	0
gene:AT1G08800	450	626	543	659
gene:AT1G08810	259	282	244	222
gene:AT1G08820	655	809	701	838
gene:AT1G08830	442	519	372	425
gene:AT1G08840	128	152	139	129
gene:AT1G08845	80	127	71	109
gene:AT1G08860	3	2	6	3
gene:AT1G08880	943	1087	861	930
gene:AT1G08890	324	431	365	401
gene:AT1G08900	395	452	437	442
gene:AT1G08910	470	557	458	446
gene:AT1G08920	607	883	511	391
gene:AT1G08930	3644	5109	4446	5011
gene:AT1G08940	94	109	112	133
gene:AT1G08960	186	253	249	260
gene:AT1G08970	513	650	598	601
gene:AT1G08980	1842	2013	2172	1932
gene:AT1G08985	4	0	0	0
gene:AT1G08990	86	116	72	128
gene:AT1G09000	61	104	65	103
gene:AT1G09010	1511	1846	1610	1813
gene:AT1G09020	816	960	820	897
gene:AT1G09030	0	0	0	0
gene:AT1G09040	121	192	143	164
gene:AT1G09050	100	115	134	166
gene:AT1G09060	1025	1186	1135	1001
gene:AT1G09070	4272	5102	5327	2016
gene:AT1G09080	2	2	0	9
gene:AT1G09090	60	74	84	131
gene:AT1G09100	403	447	317	383
gene:AT1G09130	2185	2527	2251	2340
gene:AT1G09140	827	939	795	887
gene:AT1G09150	357	423	372	423
gene:AT1G09155	7	22	4	18
gene:AT1G09157	0	7	2	2
gene:AT1G09160	437	519	501	551
gene:AT1G09170	38	76	27	46
gene:AT1G09176	0	2	0	4
gene:AT1G09180	18	5	23	10
gene:AT1G09190	85	95	80	94
gene:AT1G09195	144	151	126	210
gene:AT1G09200	547	638	486	609
gene:AT1G09210	1349	1553	1268	1612
gene:AT1G09220	40	42	45	26
gene:AT1G09230	163	232	179	177
gene:AT1G09240	136	128	63	90
gene:AT1G09245	0	0	0	0
gene:AT1G09250	233	281	206	246
gene:AT1G09260	0	0	0	0
gene:AT1G09270	685	846	843	971
gene:AT1G09280	329	369	369	366
gene:AT1G09290	89	134	124	163
gene:AT1G09300	135	153	135	172
gene:AT1G09310	3630	4356	3756	3329
gene:AT1G09320	222	266	271	280
gene:AT1G09330	295	362	381	472
gene:AT1G09340	9824	11596	9151	10392
gene:AT1G09350	0	4	2	8
gene:AT1G09360	0	0	0	0
gene:AT1G09370	0	0	0	0
gene:AT1G09380	0	8	7	16
gene:AT1G09390	154	188	190	200
gene:AT1G09400	7	13	2	17
gene:AT1G09410	39	43	40	54
gene:AT1G09415	261	344	374	417
gene:AT1G09420	213	181	149	138
gene:AT1G09430	1114	1160	1371	1430
gene:AT1G09440	151	153	128	187
gene:AT1G09450	50	57	47	51
gene:AT1G09460	166	195	164	235
gene:AT1G09470	71	71	62	53
gene:AT1G09480	24	51	36	37
gene:AT1G09483	0	1	4	2
gene:AT1G09490	450	661	563	558
gene:AT1G09500	841	1020	710	625
gene:AT1G09510	4	5	0	4
gene:AT1G09520	192	291	321	248
gene:AT1G09530	282	367	316	303
gene:AT1G09540	28	37	32	28
gene:AT1G09550	0	0	0	0
gene:AT1G09560	800	1061	943	1351
gene:AT1G09570	2229	2480	3446	3801
gene:AT1G09575	79	115	161	151
gene:AT1G09580	80	127	122	111
gene:AT1G09590	1638	1871	1350	1919
gene:AT1G09600	22	12	31	21
gene:AT1G09610	22	29	14	8
gene:AT1G09620	3150	3509	3531	4055
gene:AT1G09625	0	0	0	0
gene:AT1G09630	182	208	235	273
gene:AT1G09640	4037	4667	4626	4895
gene:AT1G09645	258	353	356	361
gene:AT1G09650	10	2	8	1
gene:AT1G09660	498	546	358	457
gene:AT1G09665	0	4	0	0
gene:AT1G09680	62	63	81	84
gene:AT1G09690	2799	3137	3057	3273
gene:AT1G09700	242	262	233	241
gene:AT1G09710	162	151	149	157
gene:AT1G09720	0	0	0	0
gene:AT1G09730	746	829	775	773
gene:AT1G09740	272	353	313	352
gene:AT1G09750	2341	2469	2866	3405
gene:AT1G09760	532	585	573	625
gene:AT1G09770	2312	2833	2430	3140
gene:AT1G09780	2020	2438	2563	2649
gene:AT1G09790	0	0	0	0
gene:AT1G09794	42	36	34	46
gene:AT1G09795	1528	1699	1458	1696
gene:AT1G09800	142	209	144	145
gene:AT1G09810	258	295	231	252
gene:AT1G09812	28	17	10	9
gene:AT1G09815	194	206	213	187
gene:AT1G09820	134	144	139	162
gene:AT1G09830	296	418	363	453
gene:AT1G09840	521	640	453	760
gene:AT1G09850	620	577	631	684
gene:AT1G09860	2	12	0	0
gene:AT1G09870	374	403	419	452
gene:AT1G09880	16	11	6	19
gene:AT1G09890	30	36	12	37
gene:AT1G09900	542	529	508	575
gene:AT1G09910	344	360	388	398
gene:AT1G09920	360	452	378	392
gene:AT1G09930	8	7	5	0
gene:AT1G09932	33	52	20	32
gene:AT1G09935	0	0	0	0
gene:AT1G09940	592	750	840	774
gene:AT1G09950	14	12	22	14
gene:AT1G09960	168	179	178	188
gene:AT1G09970	6005	8330	7869	7882
gene:AT1G09980	476	581	417	577
gene:AT1G09995	46	45	65	52
gene:AT1G10000	23	33	32	13
gene:AT1G10010	0	0	0	0
gene:AT1G10020	830	960	1251	1343
gene:AT1G10030	166	124	100	192
gene:AT1G10040	29	80	36	63
gene:AT1G10050	311	317	304	305
gene:AT1G10060	279	390	288	330
gene:AT1G10070	788	694	1558	1004
gene:AT1G10090	521	657	574	389
gene:AT1G10095	81	112	57	135
gene:AT1G10100	0	0	0	0
gene:AT1G10110	8	20	17	28
gene:AT1G10120	412	392	399	772
gene:AT1G10130	555	651	602	694
gene:AT1G10140	417	436	457	344
gene:AT1G10150	0	0	0	0
gene:AT1G10155	22	13	3	18
gene:AT1G10170	2312	2546	3023	2294
gene:AT1G10180	354	451	443	502
gene:AT1G10190	0	0	0	0
gene:AT1G10200	1049	1301	1155	1510
gene:AT1G10210	186	188	191	219
gene:AT1G10220	10	10	6	14
gene:AT1G10225	2	2	4	4
gene:AT1G10230	154	182	163	178
gene:AT1G10240	208	177	131	175
gene:AT1G10250	6	7	8	13
gene:AT1G10270	257	346	297	368
gene:AT1G10280	88	87	103	100
gene:AT1G10290	1211	1363	1288	1562
gene:AT1G10300	16	22	4	39
gene:AT1G10310	240	259	217	212
gene:AT1G10320	236	286	166	287
gene:AT1G10330	10	28	34	41
gene:AT1G10340	50	45	41	42
gene:AT1G10350	182	248	231	295
gene:AT1G10360	396	500	468	574
gene:AT1G10370	90	155	101	93
gene:AT1G10380	183	232	151	232
gene:AT1G10385	0	0	0	2
gene:AT1G10390	1636	2076	1823	1912
gene:AT1G10395	0	0	0	0
gene:AT1G10400	12	15	16	4
gene:AT1G10410	540	611	524	543
gene:AT1G10417	20	7	16	12
gene:AT1G10430	462	493	512	510
gene:AT1G10450	595	815	651	732
gene:AT1G10455	2	2	0	0
gene:AT1G10460	16	24	38	20
gene:AT1G10470	999	1159	1277	1514
gene:AT1G10480	34	49	18	26
gene:AT1G10490	537	575	441	628
gene:AT1G10500	598	820	715	767
gene:AT1G10510	571	647	507	629
gene:AT1G10520	42	63	35	26
gene:AT1G10522	464	503	382	410
gene:AT1G10530	24	32	29	31
gene:AT1G10540	8	7	7	13
gene:AT1G10550	22	50	40	251
gene:AT1G10560	32	48	52	97
gene:AT1G10570	353	424	380	531
gene:AT1G10580	689	706	629	706
gene:AT1G10585	90	169	61	109
gene:AT1G10586	0	0	0	0
gene:AT1G10588	0	0	0	0
gene:AT1G10590	1229	1287	1242	1500
gene:AT1G10600	310	309	370	348
gene:AT1G10610	127	186	131	145
gene:AT1G10620	0	0	0	0
gene:AT1G10630	602	715	735	822
gene:AT1G10640	449	420	227	247
gene:AT1G10650	282	292	175	226
gene:AT1G10657	64	80	52	76
gene:AT1G10660	438	483	438	539
gene:AT1G10670	1775	2169	1968	2392
gene:AT1G10680	28	11	12	13
gene:AT1G10690	63	82	74	84
gene:AT1G10700	332	342	450	395
gene:AT1G10710	1	11	3	6
gene:AT1G10715	0	0	0	0
gene:AT1G10717	0	0	0	0
gene:AT1G10720	291	342	376	336
gene:AT1G10730	109	142	157	157
gene:AT1G10740	335	455	424	575
gene:AT1G10745	0	0	0	0
gene:AT1G10747	0	0	0	0
gene:AT1G10750	65	60	31	46
gene:AT1G10760	10146	12267	9159	10527
gene:AT1G10770	8	4	12	10
gene:AT1G10780	87	91	90	125
gene:AT1G10790	9	6	2	6
gene:AT1G10800	14	12	14	26
gene:AT1G10810	36	29	14	20
gene:AT1G10820	299	370	306	410
gene:AT1G10830	504	540	488	570
gene:AT1G10840	1379	1599	1585	1685
gene:AT1G10850	320	387	306	365
gene:AT1G10865	245	270	271	347
gene:AT1G10870	257	397	222	391
gene:AT1G10875	0	0	0	0
gene:AT1G10880	0	0	0	0
gene:AT1G10890	746	899	875	951
gene:AT1G10900	471	587	402	594
gene:AT1G10910	627	693	631	711
gene:AT1G10920	179	161	179	189
gene:AT1G10930	286	356	235	309
gene:AT1G10940	723	927	746	780
gene:AT1G10950	1801	2159	1955	2276
gene:AT1G10960	3907	4858	3817	3538
gene:AT1G10970	63	86	47	62
gene:AT1G10980	8	2	5	1
gene:AT1G10990	35	76	51	79
gene:AT1G11000	94	150	147	120
gene:AT1G11020	230	284	278	317
gene:AT1G11040	0	0	0	2
gene:AT1G11050	1067	1347	618	408
gene:AT1G11060	314	369	337	348
gene:AT1G11070	33	49	24	24
gene:AT1G11080	112	93	119	125
gene:AT1G11090	165	170	168	190
gene:AT1G11100	73	60	49	42
gene:AT1G11110	0	0	0	2
gene:AT1G11112	18	10	26	21
gene:AT1G11120	54	58	44	48
gene:AT1G11125	14	30	38	26
gene:AT1G11130	468	580	383	532
gene:AT1G11145	0	0	0	0
gene:AT1G11160	46	48	54	38
gene:AT1G11170	62	101	70	59
gene:AT1G11180	264	312	263	249
gene:AT1G11190	54	68	68	53
gene:AT1G11200	213	248	245	257
gene:AT1G11210	312	389	273	166
gene:AT1G11220	38	32	26	46
gene:AT1G11230	0	0	0	0
gene:AT1G11240	346	438	295	470
gene:AT1G11250	0	0	0	0
gene:AT1G11260	12836	12693	20755	19790
gene:AT1G11270	101	133	100	74
gene:AT1G11280	459	524	368	677
gene:AT1G11290	235	238	283	275
gene:AT1G11300	24	29	30	56
gene:AT1G11303	89	89	110	95
gene:AT1G11310	2498	3214	2615	2844
gene:AT1G11320	62	86	82	86
gene:AT1G11330	250	350	313	641
gene:AT1G11340	150	114	94	79
gene:AT1G11350	404	528	567	564
gene:AT1G11360	542	534	635	705
gene:AT1G11362	0	8	4	10
gene:AT1G11370	0	0	0	0
gene:AT1G11380	438	477	483	646
gene:AT1G11390	368	407	352	388
gene:AT1G11400	351	357	340	458
gene:AT1G11410	378	444	333	318
gene:AT1G11420	69	63	52	91
gene:AT1G11430	1201	1303	1121	1244
gene:AT1G11440	285	406	206	290
gene:AT1G11450	144	196	125	155
gene:AT1G11460	17	10	4	12
gene:AT1G11470	0	0	0	0
gene:AT1G11475	218	270	232	308
gene:AT1G11480	1172	1289	1192	1489
gene:AT1G11490	5	6	0	4
gene:AT1G11500	2	0	4	6
gene:AT1G11510	0	0	0	0
gene:AT1G11520	120	84	92	127
gene:AT1G11530	479	540	555	480
gene:AT1G11540	19	18	13	30
gene:AT1G11545	173	223	156	354
gene:AT1G11560	0	0	0	4
gene:AT1G11570	2	9	4	20
gene:AT1G11572	0	0	0	0
gene:AT1G11580	1401	1889	1561	2732
gene:AT1G11590	2	4	1	0
gene:AT1G11591	67	55	52	74
gene:AT1G11593	0	0	0	0
gene:AT1G11600	269	292	258	278
gene:AT1G11608	0	0	0	0
gene:AT1G11610	0	0	0	0
gene:AT1G11620	0	0	0	0
gene:AT1G11630	204	206	249	340
gene:AT1G11650	3981	4304	4493	4813
gene:AT1G11655	2	4	0	0
gene:AT1G11660	574	658	644	805
gene:AT1G11670	349	517	320	445
gene:AT1G11680	1360	1682	1656	1625
gene:AT1G11684	0	0	0	0
gene:AT1G11690	0	0	0	0
gene:AT1G11700	67	55	57	46
gene:AT1G11710	88	87	83	116
gene:AT1G11720	954	1237	883	1139
gene:AT1G11730	23	34	22	29
gene:AT1G11740	6	12	29	23
gene:AT1G11750	1154	1178	1085	1276
gene:AT1G11755	147	153	177	211
gene:AT1G11760	93	123	135	110
gene:AT1G11765	0	0	0	0
gene:AT1G11770	0	0	0	0
gene:AT1G11780	174	201	199	196
gene:AT1G11785	6	2	2	3
gene:AT1G11790	327	479	330	441
gene:AT1G11800	95	115	112	92
gene:AT1G11810	0	0	0	0
gene:AT1G11820	581	602	611	847
gene:AT1G11840	3229	3924	2976	3993
gene:AT1G11850	153	188	161	191
gene:AT1G11860	17789	21461	17327	21701
gene:AT1G11870	396	558	445	482
gene:AT1G11880	80	102	117	126
gene:AT1G11890	465	568	472	656
gene:AT1G11900	44	51	47	68
gene:AT1G11905	191	257	209	273
gene:AT1G11910	7503	8596	7432	6643
gene:AT1G11915	6	14	2	4
gene:AT1G11920	0	4	4	0
gene:AT1G11925	0	2	4	0
gene:AT1G11930	817	812	693	819
gene:AT1G11940	101	102	55	79
gene:AT1G11950	135	171	193	166
gene:AT1G11960	251	321	268	256
gene:AT1G11970	0	0	0	0
gene:AT1G11980	0	0	0	0
gene:AT1G11990	0	3	0	8
gene:AT1G12000	1042	1317	1073	1333
gene:AT1G12010	227	208	363	383
gene:AT1G12020	206	245	197	183
gene:AT1G12030	117	133	44	16
gene:AT1G12040	229	303	264	222
gene:AT1G12050	508	727	652	650
gene:AT1G12060	75	77	78	50
gene:AT1G12064	0	0	0	0
gene:AT1G12070	1	2	2	7
gene:AT1G12080	311	360	266	374
gene:AT1G12090	5364	6390	4860	6949
gene:AT1G12100	7	11	11	15
gene:AT1G12110	1502	1812	1421	2274
gene:AT1G12120	1007	1285	1125	1218
gene:AT1G12130	0	0	2	6
gene:AT1G12140	719	804	553	672
gene:AT1G12150	6	16	8	10
gene:AT1G12160	109	75	50	104
gene:AT1G12170	0	0	0	0
gene:AT1G12180	0	0	0	0
gene:AT1G12190	0	0	0	0
gene:AT1G12200	266	317	284	250
gene:AT1G12210	16	19	20	16
gene:AT1G12211	0	0	0	0
gene:AT1G12220	348	348	379	373
gene:AT1G12230	1236	1290	1274	1400
gene:AT1G12240	3427	3992	3602	3997
gene:AT1G12244	148	151	177	150
gene:AT1G12250	720	820	705	751
gene:AT1G12260	64	60	49	56
gene:AT1G12270	825	967	775	1031
gene:AT1G12280	97	158	113	191
gene:AT1G12290	62	64	55	68
gene:AT1G12300	88	58	96	160
gene:AT1G12320	135	152	72	108
gene:AT1G12310	0	0	0	0
gene:AT1G12330	306	334	297	373
gene:AT1G12340	35	45	22	38
gene:AT1G12350	257	296	237	259
gene:AT1G12360	884	1031	949	1219
gene:AT1G12370	81	95	69	79
gene:AT1G12380	150	137	120	168
gene:AT1G12390	185	181	181	253
gene:AT1G12400	78	99	95	54
gene:AT1G12410	1523	1710	1575	1684
gene:AT1G12411	0	0	0	0
gene:AT1G12420	172	160	204	221
gene:AT1G12430	491	673	493	657
gene:AT1G12440	2033	2163	2649	2982
gene:AT1G12450	223	277	295	326
gene:AT1G12460	261	261	292	432
gene:AT1G12470	609	793	753	847
gene:AT1G12480	125	112	103	113
gene:AT1G12490	0	0	2	6
gene:AT1G12500	614	841	563	769
gene:AT1G12520	422	524	455	571
gene:AT1G12530	160	175	118	150
gene:AT1G12540	0	0	0	0
gene:AT1G12550	57	63	61	91
gene:AT1G12560	59	118	76	91
gene:AT1G12570	28	37	46	78
gene:AT1G12580	618	839	834	934
gene:AT1G12600	8	4	7	6
gene:AT1G12610	6	10	14	4
gene:AT1G12615	0	0	0	0
gene:AT1G12620	108	95	83	164
gene:AT1G12630	0	2	2	12
gene:AT1G12640	587	592	592	648
gene:AT1G12650	284	422	278	360
gene:AT1G12660	0	0	0	0
gene:AT1G12663	0	0	0	0
gene:AT1G12665	0	0	0	0
gene:AT1G12672	0	0	0	0
gene:AT1G12680	463	539	446	483
gene:AT1G12700	83	83	102	93
gene:AT1G12710	581	605	577	433
gene:AT1G12730	158	204	190	205
gene:AT1G12740	227	303	225	305
gene:AT1G12750	175	182	140	191
gene:AT1G12760	877	1075	987	997
gene:AT1G12770	1111	1105	1103	1154
gene:AT1G12775	50	60	73	108
gene:AT1G12780	2017	2394	3080	2603
gene:AT1G12790	86	99	89	116
gene:AT1G12800	2188	2776	2171	2528
gene:AT1G12805	4	10	12	7
gene:AT1G12810	290	386	392	368
gene:AT1G12820	846	1017	666	772
gene:AT1G12840	1594	1909	1970	2234
gene:AT1G12830	0	0	0	0
gene:AT1G12845	136	218	196	178
gene:AT1G12850	479	567	481	573
gene:AT1G12855	8	4	2	6
gene:AT1G12860	663	762	806	802
gene:AT1G12870	0	2	0	4
gene:AT1G12880	113	130	94	95
gene:AT1G12890	6	1	4	2
gene:AT1G12900	10404	13135	10954	14228
gene:AT1G12910	602	643	726	721
gene:AT1G12920	1515	1697	1894	2032
gene:AT1G12930	351	394	378	391
gene:AT1G12940	0	0	0	2
gene:AT1G12950	32	59	29	57
gene:AT1G12960	0	0	0	0
gene:AT1G12970	245	283	235	238
gene:AT1G12980	2	0	0	2
gene:AT1G12990	539	609	611	691
gene:AT1G13000	281	326	246	384
gene:AT1G13020	581	715	732	787
gene:AT1G13030	163	159	111	158
gene:AT1G13040	75	71	83	84
gene:AT1G13050	79	75	59	77
gene:AT1G13060	1208	1363	1234	1365
gene:AT1G13080	221	247	147	170
gene:AT1G13090	1007	1251	702	904
gene:AT1G13100	135	170	102	92
gene:AT1G13110	1244	1608	1045	1112
gene:AT1G13120	278	385	282	337
gene:AT1G13130	10	18	18	26
gene:AT1G13140	10	20	6	21
gene:AT1G13143	0	0	0	0
gene:AT1G13150	20	16	22	22
gene:AT1G13160	431	585	477	610
gene:AT1G13170	454	479	478	571
gene:AT1G13180	149	213	190	236
gene:AT1G13190	1274	1333	1385	1374
gene:AT1G13195	124	144	133	118
gene:AT1G13200	0	0	0	0
gene:AT1G13210	942	1336	1319	1457
gene:AT1G13220	331	496	323	471
gene:AT1G13230	8	8	4	4
gene:AT1G13245	1128	1201	1383	775
gene:AT1G13250	227	312	331	334
gene:AT1G13260	2926	3203	1381	1027
gene:AT1G13270	993	1158	1095	1125
gene:AT1G13280	463	534	480	511
gene:AT1G13290	2	0	2	0
gene:AT1G13300	346	347	637	467
gene:AT1G13310	5	1	6	0
gene:AT1G13320	926	1016	1012	1052
gene:AT1G13330	39	46	26	19
gene:AT1G13340	19	23	9	20
gene:AT1G13350	628	711	599	735
gene:AT1G13360	511	584	460	634
gene:AT1G13370	10	8	4	6
gene:AT1G13380	358	351	402	454
gene:AT1G13390	443	554	473	579
gene:AT1G13400	0	0	0	4
gene:AT1G13410	79	81	76	57
gene:AT1G13420	58	96	21	42
gene:AT1G13430	30	20	20	38
gene:AT1G13440	12257	13923	14989	14404
gene:AT1G13450	460	613	536	682
gene:AT1G13460	221	266	268	322
gene:AT1G13470	2	0	0	6
gene:AT1G13480	2	8	2	5
gene:AT1G13485	0	0	0	0
gene:AT1G13490	0	0	0	1
gene:AT1G13500	4	6	8	3
gene:AT1G13510	0	5	18	23
gene:AT1G13520	2	4	4	26
gene:AT1G13530	10	26	16	6
gene:AT1G13540	5	8	0	6
gene:AT1G13550	2	2	2	0
gene:AT1G13560	781	975	891	1032
gene:AT1G13570	201	255	264	322
gene:AT1G13580	95	130	153	171
gene:AT1G13590	26	32	30	52
gene:AT1G13600	6	6	16	26
gene:AT1G13605	0	0	0	0
gene:AT1G13607	0	0	0	0
gene:AT1G13608	0	0	0	2
gene:AT1G13609	76	156	13	5
gene:AT1G13610	4	6	0	8
gene:AT1G13620	8	11	18	8
gene:AT1G13630	67	91	71	120
gene:AT1G13635	4	26	9	16
gene:AT1G13640	1202	1464	1624	1644
gene:AT1G13650	71	72	33	68
gene:AT1G13670	268	247	302	284
gene:AT1G13680	0	0	0	0
gene:AT1G13690	232	232	259	276
gene:AT1G13700	463	343	492	407
gene:AT1G13710	84	65	102	107
gene:AT1G13730	372	535	368	475
gene:AT1G13740	153	148	164	209
gene:AT1G13750	56	95	92	107
gene:AT1G13755	0	0	0	0
gene:AT1G13760	0	0	0	0
gene:AT1G13770	147	152	143	161
gene:AT1G13780	133	106	177	142
gene:AT1G13790	112	87	67	98
gene:AT1G13800	28	34	62	47
gene:AT1G13805	0	0	0	0
gene:AT1G13810	126	220	183	141
gene:AT1G13820	424	485	486	431
gene:AT1G13825	0	2	0	0
gene:AT1G13830	20	53	27	39
gene:AT1G13860	270	326	244	380
gene:AT1G13870	267	319	278	345
gene:AT1G13880	650	688	555	605
gene:AT1G13890	0	0	0	0
gene:AT1G13900	394	551	496	533
gene:AT1G13910	52	43	62	56
gene:AT1G13920	72	79	59	81
gene:AT1G13930	9491	10794	8378	7735
gene:AT1G13940	297	381	343	389
gene:AT1G13950	127	120	104	113
gene:AT1G13960	551	639	557	626
gene:AT1G13970	90	121	77	126
gene:AT1G13980	1110	1280	1439	1665
gene:AT1G13990	1120	1202	1053	883
gene:AT1G14000	931	954	1001	1129
gene:AT1G14010	332	358	313	417
gene:AT1G14020	189	184	251	293
gene:AT1G14030	600	712	508	544
gene:AT1G14040	194	278	219	284
gene:AT1G14048	0	1	0	0
gene:AT1G14060	204	263	245	298
gene:AT1G14080	67	47	69	95
gene:AT1G14100	6	0	0	0
gene:AT1G14110	0	0	0	0
gene:AT1G14120	265	298	105	208
gene:AT1G14130	320	333	263	237
gene:AT1G14140	212	216	269	325
gene:AT1G14150	1246	1396	1014	1290
gene:AT1G14160	27	60	18	43
gene:AT1G14170	226	241	304	373
gene:AT1G14180	127	147	127	108
gene:AT1G14185	60	102	60	43
gene:AT1G14190	38	75	66	57
gene:AT1G14200	535	462	245	162
gene:AT1G14205	74	76	84	68
gene:AT1G14210	303	271	300	312
gene:AT1G14220	19	15	22	10
gene:AT1G14230	310	359	392	372
gene:AT1G14240	58	92	58	122
gene:AT1G14250	346	457	282	364
gene:AT1G14260	12	12	7	6
gene:AT1G14270	548	786	562	681
gene:AT1G14280	308	331	371	505
gene:AT1G14290	268	312	419	632
gene:AT1G14300	232	283	303	342
gene:AT1G14310	112	113	105	130
gene:AT1G14315	0	4	0	0
gene:AT1G14320	4588	5468	5287	5947
gene:AT1G14330	250	426	429	549
gene:AT1G14340	168	195	204	167
gene:AT1G14345	1377	1684	1339	1453
gene:AT1G14350	149	233	115	235
gene:AT1G14360	320	338	333	278
gene:AT1G14370	216	344	228	182
gene:AT1G14380	693	871	719	807
gene:AT1G14390	37	42	33	49
gene:AT1G14400	1220	1415	1293	1455
gene:AT1G14410	293	284	267	329
gene:AT1G14420	0	4	2	8
gene:AT1G14430	68	82	50	54
gene:AT1G14440	246	282	233	323
gene:AT1G14450	90	115	108	138
gene:AT1G14453	0	0	0	0
gene:AT1G14455	0	2	0	0
gene:AT1G14460	344	410	320	456
gene:AT1G14470	38	44	56	47
gene:AT1G14480	65	89	78	49
gene:AT1G14490	12	25	8	12
gene:AT1G14500	6	4	0	7
gene:AT1G14510	644	758	766	907
gene:AT1G14520	96	158	77	151
gene:AT1G14530	126	120	87	140
gene:AT1G14540	11	22	12	10
gene:AT1G14550	0	0	1	0
gene:AT1G14560	189	211	228	271
gene:AT1G14570	678	874	676	863
gene:AT1G14580	261	311	220	202
gene:AT1G14590	68	95	108	161
gene:AT1G14600	35	30	19	24
gene:AT1G14610	2116	2622	2020	2580
gene:AT1G14620	197	342	255	387
gene:AT1G14630	39	53	42	46
gene:AT1G14640	54	68	78	67
gene:AT1G14642	4	5	9	4
gene:AT1G14650	1310	1445	1670	1743
gene:AT1G14660	94	146	101	131
gene:AT1G14670	1756	1914	1979	3016
gene:AT1G14680	44	36	40	40
gene:AT1G14685	701	831	758	1021
gene:AT1G14686	4	2	0	6
gene:AT1G14687	62	41	32	34
gene:AT1G14688	1	0	0	0
gene:AT1G14690	739	734	768	896
gene:AT1G14700	225	257	193	194
gene:AT1G14710	891	1205	912	1085
gene:AT1G14720	1051	1187	1132	1277
gene:AT1G14730	99	149	129	142
gene:AT1G14740	1733	2124	2196	2366
gene:AT1G14750	25	25	20	28
gene:AT1G14755	1	0	0	0
gene:AT1G14760	4	0	7	3
gene:AT1G14770	110	103	104	145
gene:AT1G14780	47	66	72	72
gene:AT1G14790	307	274	340	500
gene:AT1G14800	4	0	2	0
gene:AT1G14810	668	916	793	1001
gene:AT1G14820	217	261	204	215
gene:AT1G14830	1086	1339	1157	1365
gene:AT1G14840	452	580	406	504
gene:AT1G14850	689	1001	889	1030
gene:AT1G14860	101	139	111	86
gene:AT1G14870	215	232	306	359
gene:AT1G14880	0	0	0	13
gene:AT1G14890	333	381	482	497
gene:AT1G14900	470	553	448	504
