Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT3G08185	0	4	0	4
gene:AT3G51238	638	674	406	605
gene:AT3G51265	0	0	0	0
gene:AT3G08190	0	0	0	0
gene:AT3G51375	0	0	0	0
gene:AT3G08200	0	2	0	1
gene:AT3G08205	0	0	0	0
gene:AT3G08210	0	0	0	0
gene:AT3G08215	8	13	8	8
gene:AT3G08220	17	22	16	19
gene:AT3G08225	135	202	100	165
gene:AT3G52072	282	299	356	255
gene:AT3G08230	116	95	138	159
gene:AT3G08235	25	39	23	41
gene:AT3G08240	49	32	40	43
gene:AT3G08245	2	1	0	2
gene:AT3G52285	0	0	0	0
gene:AT3G52345	12	3	1	1
gene:AT3G08250	0	0	0	0
gene:AT3G08255	0	0	0	0
gene:AT3G08260	0	0	0	0
gene:AT3G08265	0	0	0	0
gene:AT3G08270	0	0	0	0
gene:AT3G52535	78	89	70	72
gene:AT3G52565	1	1	0	0
gene:AT3G08275	0	1	0	2
gene:AT3G52605	208	279	158	185
gene:AT3G08280	0	2	1	0
gene:AT3G08285	0	0	0	0
gene:AT3G08290	0	0	0	0
gene:AT3G52742	0	0	0	0
gene:AT3G52748	6	10	16	5
gene:AT3G52765	0	0	0	0
gene:AT3G08295	0	0	0	0
gene:AT3G08300	15	4	18	21
gene:AT3G52955	0	0	0	0
gene:AT3G08310	0	0	0	0
gene:AT3G53015	0	0	0	0
gene:AT3G53016	0	0	0	0
gene:AT3G08315	2	0	0	0
gene:AT3G08325	0	0	0	0
gene:AT3G08330	0	0	0	0
gene:AT3G08335	0	0	0	0
gene:AT3G53365	8	22	11	19
gene:AT3G08340	0	0	0	0
gene:AT3G08345	0	0	0	0
gene:AT3G08350	90	100	112	82
gene:AT3G08355	0	0	0	0
gene:AT3G08360	0	0	0	0
gene:AT3G53775	0	0	0	0
gene:AT3G53965	0	0	0	0
gene:AT3G08365	251	229	246	288
gene:AT3G08370	0	0	0	0
gene:AT3G08380	0	0	0	0
gene:AT3G54366	367	402	514	481
gene:AT3G08390	0	0	0	0
gene:AT3G08395	0	0	0	0
gene:AT3G08400	0	0	0	0
gene:AT3G08405	3	6	16	4
gene:AT3G08410	0	1	0	0
gene:AT3G54625	124	120	93	120
gene:AT3G08415	0	0	0	0
gene:AT3G08420	0	0	0	0
gene:AT3G08425	5	15	11	10
gene:AT3G08430	0	0	0	0
gene:AT3G08435	0	4	0	0
gene:AT3G08450	41	33	29	45
gene:AT3G08455	0	0	0	0
gene:AT3G08460	0	0	0	0
gene:AT3G08465	0	0	0	0
gene:AT3G08470	3	12	6	9
gene:AT3G08475	17	33	13	23
gene:AT3G08480	3	4	1	4
gene:AT3G55485	0	1	0	3
gene:AT3G08485	0	0	0	0
gene:AT3G08495	0	0	0	0
gene:AT3G55512	0	0	0	0
gene:AT3G08515	17	28	29	23
gene:AT3G08525	2	0	1	2
gene:AT3G08535	0	0	0	0
gene:AT3G08545	0	0	0	0
gene:AT3G08575	0	0	0	0
gene:AT3G08585	0	0	0	0
gene:AT3G55734	0	3	0	0
gene:AT3G08595	0	4	2	0
gene:AT3G55735	0	0	0	0
gene:AT3G55795	0	0	0	0
gene:AT3G08605	32	39	27	26
gene:AT3G08615	0	0	0	0
gene:AT3G08635	28	33	27	27
gene:AT3G56085	0	0	0	0
gene:AT3G08645	49	73	57	63
gene:AT3G56408	794	982	691	791
gene:AT3G08655	8	12	2	7
gene:AT3G08665	277	396	322	337
gene:AT3G08675	7	26	19	17
gene:AT3G08685	5	12	5	12
gene:AT3G56705	18	4	19	18
gene:AT3G08695	9	14	18	17
gene:AT3G08705	34	42	43	42
gene:AT3G08715	0	0	0	0
gene:AT3G08725	0	0	0	0
gene:AT3G56825	26	35	59	38
gene:AT3G08735	0	0	0	0
gene:AT3G08745	0	0	0	0
gene:AT3G08755	0	0	0	0
gene:AT3G08765	0	0	0	0
gene:AT3G08775	0	0	0	0
gene:AT3G08785	1866	2068	1779	2059
gene:AT3G08795	153	189	246	172
gene:AT3G08805	9	18	8	16
gene:AT3G08815	0	0	0	0
gene:AT3G08825	0	0	2	1
gene:AT3G08835	14	9	6	11
gene:AT3G08845	0	3	1	2
gene:AT3G08855	0	1	0	3
gene:AT3G57157	14	21	16	30
gene:AT3G08875	0	0	0	0
gene:AT3G08895	126	168	115	146
gene:AT3G08905	0	0	0	0
gene:AT3G08915	0	0	0	0
gene:AT3G08925	0	0	0	0
gene:AT3G08935	0	0	0	0
gene:AT3G57645	0	2	2	0
gene:AT3G08945	24	16	11	19
gene:AT3G08965	0	0	0	0
gene:AT3G08975	40	36	30	42
gene:AT3G57765	111	136	94	91
gene:AT3G08985	0	0	0	0
gene:AT3G09005	5	7	22	1
gene:AT3G09015	0	0	0	0
gene:AT3G57965	172	200	184	250
gene:AT3G09025	0	0	0	0
gene:AT3G58035	0	0	0	0
gene:AT3G09045	0	0	0	0
gene:AT3G09065	0	0	0	0
gene:AT3G09075	0	2	0	0
gene:AT3G09095	0	0	0	0
gene:AT3G58165	0	0	0	1
gene:AT3G09105	0	0	0	0
gene:AT3G58193	0	0	0	0
gene:AT3G58196	0	0	0	0
gene:AT3G09115	0	0	0	0
gene:AT3G09125	0	0	0	0
gene:AT3G09135	2	7	11	15
gene:AT3G09145	9	18	10	5
gene:AT3G09155	0	0	0	0
gene:AT3G58795	18	53	51	54
gene:AT3G09175	23	26	23	25
gene:AT3G09185	0	0	0	0
gene:AT3G59068	7	34	48	20
gene:AT3G09195	0	0	2	0
gene:AT3G59415	0	0	0	0
gene:AT3G09205	0	0	0	0
gene:AT3G59695	165	173	134	218
gene:AT3G09225	1	0	0	0
gene:AT3G09245	0	2	0	0
gene:AT3G59765	68	82	75	111
gene:AT3G59884	5	3	1	0
gene:AT3G09255	0	0	0	0
gene:AT3G59923	0	0	0	0
gene:AT3G59926	0	0	0	0
gene:AT3G09265	0	0	0	0
gene:AT3G09275	5357	5605	4779	2853
gene:AT3G09295	3	8	6	12
gene:AT3G09305	122	107	103	150
gene:AT3G09315	0	0	0	0
gene:AT3G09325	0	0	1	0
gene:AT3G09335	9	7	11	5
gene:AT3G09345	0	0	1	0
gene:AT3G60075	0	0	0	0
gene:AT3G09355	0	0	0	0
gene:AT3G60176	0	0	3	0
gene:AT3G60238	0	0	0	0
gene:AT3G09365	0	0	0	0
gene:AT3G09395	0	2	0	0
gene:AT3G09415	9	7	4	8
gene:AT3G09435	0	0	0	0
gene:AT3G09425	0	0	0	0
gene:AT3G09445	0	0	0	0
gene:AT3G09465	0	0	0	0
gene:AT3G09475	0	0	0	0
gene:AT3G09485	0	0	0	0
gene:AT3G60805	0	0	1	0
gene:AT3G09495	48	53	24	37
gene:AT3G09515	1	0	0	1
gene:AT3G09525	7	6	2	4
gene:AT3G09545	0	0	0	0
gene:AT3G60972	6	9	4	7
gene:AT3G09555	0	0	2	2
gene:AT3G61105	0	0	0	0
gene:AT3G09565	0	0	0	0
gene:AT3G61118	0	6	1	1
gene:AT3G61198	18	23	20	35
gene:AT3G09575	2	6	0	0
gene:AT3G09605	0	0	0	0
gene:AT3G09615	7	4	0	6
gene:AT3G09625	3	8	6	0
gene:AT3G09635	9	20	6	9
gene:AT3G09645	1	1	0	2
gene:AT3G09655	51	54	37	67
gene:AT3G61545	2	0	0	0
gene:AT3G09665	0	0	0	0
gene:AT3G09675	0	0	0	0
gene:AT3G09685	51	55	59	30
gene:AT3G09695	0	0	0	0
gene:AT3G61715	0	0	0	0
gene:AT3G09705	0	0	0	0
gene:AT3G61755	0	0	0	0
gene:AT3G61825	0	0	0	0
gene:AT3G61897	4	8	1	1
gene:AT3G09725	12	28	23	22
gene:AT3G09745	111	140	63	119
gene:AT3G09755	1	0	0	0
gene:AT3G62245	0	0	0	0
gene:AT3G62285	0	0	0	0
gene:AT3G09765	0	0	0	0
gene:AT3G09775	10	11	9	14
gene:AT3G09785	0	0	0	0
gene:AT3G09795	314	378	353	418
gene:AT3G09815	1	1	0	5
gene:AT3G09825	0	0	0	0
gene:AT3G09835	0	0	0	0
gene:AT3G09845	0	0	0	0
gene:AT3G09855	0	2	2	0
gene:AT3G09865	0	0	0	0
gene:AT3G62735	0	0	0	0
gene:AT3G09875	461	575	484	585
gene:AT3G63003	0	0	0	0
gene:AT3G63006	0	0	0	0
gene:AT3G09895	90	87	106	97
gene:AT3G09905	1276	1591	1228	1564
gene:AT3G09935	0	0	0	0
gene:AT3G09945	0	0	0	0
gene:AT3G63375	9	8	5	6
gene:AT3G09955	3	21	8	5
gene:AT3G63445	272	335	313	357
gene:AT3G09965	29	43	20	13
gene:AT3G09985	397	399	380	377
gene:AT3G09995	125	160	157	206
gene:AT4G00085	0	0	0	0
gene:AT4G03525	0	0	0	0
gene:AT4G03535	0	0	0	0
gene:AT4G03545	0	0	0	0
gene:AT4G03555	0	0	0	0
gene:AT4G03575	0	0	0	0
gene:AT4G03585	883	1160	1361	1432
gene:AT4G03595	36	45	33	33
gene:AT4G03605	0	0	0	0
gene:AT4G03655	5	10	10	7
gene:AT4G03665	0	0	0	0
gene:AT4G03675	27	22	19	26
gene:AT4G03685	4	3	0	8
gene:AT4G03705	13	21	35	44
gene:AT4G03715	1	1	1	0
gene:AT4G03725	12	29	27	22
gene:AT4G03755	9	11	12	10
gene:AT4G00885	0	0	0	0
gene:AT4G03765	0	0	0	0
gene:AT4G03785	0	0	0	0
gene:AT4G00975	52	59	26	35
gene:AT4G00985	0	0	0	0
gene:AT4G03805	0	0	0	0
gene:AT4G03815	0	0	0	0
gene:AT4G03845	46	78	81	40
gene:AT4G03855	0	0	0	0
gene:AT4G01355	0	0	0	0
gene:AT4G03875	1	1	0	1
gene:AT4G01533	12	9	14	8
gene:AT4G03895	31	40	26	48
gene:AT4G03905	1	2	0	1
gene:AT4G03915	0	0	0	0
gene:AT4G03925	1	0	1	0
gene:AT4G01593	187	295	232	299
gene:AT4G03955	30	46	25	25
gene:AT4G03985	34	28	20	38
gene:AT4G01865	0	1	1	0
gene:AT4G03995	1	8	9	2
gene:AT4G04005	13	10	17	16
gene:AT4G04015	7	10	7	12
gene:AT4G04035	58	54	40	47
gene:AT4G02005	43	41	37	61
gene:AT4G04055	16	21	26	39
gene:AT4G02055	0	0	0	0
gene:AT4G04065	0	2	9	12
gene:AT4G04075	29	61	28	21
gene:AT4G04085	0	0	0	0
gene:AT4G04095	0	0	0	0
gene:AT4G04115	0	0	0	0
gene:AT4G04125	733	972	1590	1304
gene:AT4G04135	213	198	236	234
gene:AT4G04185	0	0	0	0
gene:AT4G04195	0	0	0	0
gene:AT4G02555	0	0	0	0
gene:AT4G04205	0	0	0	0
gene:AT4G04215	0	0	0	0
gene:AT4G04225	59	49	63	67
gene:AT4G04235	1	1	0	1
gene:AT4G04275	21	26	22	40
gene:AT4G04285	31	41	34	59
gene:AT4G04295	0	0	0	0
gene:AT4G04305	0	0	0	0
gene:AT4G04325	10	11	16	17
gene:AT4G04335	169	223	178	220
gene:AT4G04345	6	10	5	13
gene:AT4G04355	0	0	0	2
gene:AT4G03038	0	0	0	0
gene:AT4G03039	0	0	0	0
gene:AT4G04365	0	0	0	0
gene:AT4G04385	0	0	0	0
gene:AT4G04425	22	22	11	19
gene:AT4G03135	0	0	0	0
gene:AT4G04435	97	112	99	119
gene:AT4G04445	19	43	46	49
gene:AT4G04455	173	187	147	207
gene:AT4G03285	0	0	0	0
gene:AT4G04465	2	0	0	0
gene:AT4G03295	3	0	0	0
gene:AT4G04475	1	1	0	0
gene:AT4G04485	0	1	0	1
gene:AT4G04505	0	5	4	0
gene:AT4G04515	13	9	6	8
gene:AT4G04535	0	0	0	0
gene:AT4G04565	4	10	6	6
gene:AT4G04585	0	0	3	0
gene:AT4G04615	2	4	4	4
gene:AT4G04625	0	0	0	0
gene:AT4G03405	0	0	1	0
gene:AT4G03435	0	0	0	0
gene:AT4G03438	1	1	0	0
gene:AT4G03445	16	6	8	13
gene:AT4G04645	0	0	0	0
gene:AT4G03455	0	0	0	0
gene:AT4G04665	0	0	0	0
gene:AT4G03811	0	0	0	0
gene:AT4G04675	0	0	0	2
gene:AT4G04755	0	0	0	0
gene:AT4G04765	0	0	0	0
gene:AT4G03935	96	106	76	90
gene:AT4G04077	0	0	0	0
gene:AT4G04785	0	0	0	0
gene:AT4G04221	100	128	104	222
gene:AT4G04223	35	38	61	27
gene:AT4G04795	0	0	0	0
gene:AT4G04805	0	0	0	0
gene:AT4G04315	0	0	0	0
gene:AT4G04815	0	0	0	0
gene:AT4G04825	0	1	0	0
gene:AT4G04835	0	0	0	2
gene:AT4G04855	2	0	0	0
gene:AT4G04865	0	8	0	2
gene:AT4G04875	0	0	0	0
gene:AT4G04895	0	0	0	0
gene:AT4G04905	0	0	0	0
gene:AT4G04945	0	0	0	0
gene:AT4G04965	0	0	0	0
gene:AT4G04975	0	0	0	0
gene:AT4G04995	0	6	0	0
gene:AT4G05005	0	0	0	0
gene:AT4G05015	17	21	24	14
gene:AT4G05025	0	0	0	0
gene:AT4G05045	0	0	0	0
gene:AT4G05055	0	0	0	0
gene:AT4G05048	1	0	0	0
gene:AT4G05065	105	122	150	125
gene:AT4G05105	0	0	0	0
gene:AT4G05075	0	0	0	0
gene:AT4G05085	4	5	2	11
gene:AT4G05115	0	0	0	0
gene:AT4G05125	0	0	0	0
gene:AT4G05135	0	0	0	0
gene:AT4G05155	3	6	8	11
gene:AT4G05508	0	0	0	1
gene:AT4G05205	0	0	0	0
gene:AT4G06701	59	58	67	74
gene:AT4G05215	0	0	0	0
gene:AT4G05225	0	0	0	0
gene:AT4G05235	0	0	0	0
gene:AT4G05245	0	0	0	0
gene:AT4G05255	0	0	0	0
gene:AT4G05275	0	0	0	0
gene:AT4G05285	1	2	0	1
gene:AT4G05295	0	0	0	0
gene:AT4G08035	254	308	250	324
gene:AT4G05305	0	0	0	0
gene:AT4G05315	0	0	0	1
gene:AT4G05335	5	0	2	1
gene:AT4G08116	0	0	0	0
gene:AT4G05355	0	0	0	0
gene:AT4G05365	0	0	0	0
gene:AT4G05375	0	0	0	0
gene:AT4G05385	0	0	0	0
gene:AT4G05395	66	84	81	76
gene:AT4G05405	2	5	1	9
gene:AT4G08345	0	0	2	1
gene:AT4G05415	0	0	0	0
gene:AT4G05425	1	0	0	0
gene:AT4G05435	1	0	1	1
gene:AT4G05445	0	0	0	0
gene:AT4G05455	0	0	0	0
gene:AT4G05465	0	0	0	0
gene:AT4G05485	0	0	0	0
gene:AT4G05525	1	0	2	4
gene:AT4G05535	6	6	7	0
gene:AT4G05545	1	0	0	0
gene:AT4G05565	0	0	0	0
gene:AT4G05605	0	0	0	0
gene:AT4G05615	1	0	2	0
gene:AT4G05625	0	0	0	0
gene:AT4G05645	0	0	0	0
gene:AT4G05650	0	4	6	9
gene:AT4G05655	0	0	0	0
gene:AT4G05660	0	0	0	0
gene:AT4G05665	0	0	0	0
gene:AT4G05670	0	0	0	0
gene:AT4G05675	0	0	0	0
gene:AT4G05680	26	23	25	32
gene:AT4G05685	237	308	356	407
gene:AT4G05690	192	224	200	218
gene:AT4G05695	0	0	0	0
gene:AT4G05700	0	0	0	0
gene:AT4G05705	0	0	0	0
gene:AT4G05710	0	0	0	0
gene:AT4G05715	0	0	0	0
gene:AT4G09432	61	48	30	55
gene:AT4G05720	0	0	0	0
gene:AT4G05730	0	0	0	0
gene:AT4G05735	32	50	32	40
gene:AT4G05740	0	0	0	0
gene:AT4G05745	0	0	0	0
gene:AT4G05750	0	0	0	0
gene:AT4G05755	6	7	2	6
gene:AT4G05760	46	38	33	64
gene:AT4G05765	0	0	0	0
gene:AT4G05770	0	0	0	0
gene:AT4G05775	22	14	10	58
gene:AT4G10345	0	0	0	0
gene:AT4G05780	4	0	0	2
gene:AT4G05785	222	225	259	272
gene:AT4G05790	0	0	0	0
gene:AT4G05795	0	0	0	0
gene:AT4G10507	0	2	0	0
gene:AT4G05800	0	0	0	0
gene:AT4G05805	0	0	0	0
gene:AT4G05810	6	3	9	8
gene:AT4G05815	156	160	183	170
gene:AT4G10815	0	0	0	0
gene:AT4G05840	7	6	0	1
gene:AT4G05845	0	1	0	0
gene:AT4G05850	0	0	0	0
gene:AT4G05855	0	0	0	0
gene:AT4G05860	0	0	0	0
gene:AT4G11177	0	0	0	0
gene:AT4G11213	0	0	0	0
gene:AT4G11216	0	0	0	0
gene:AT4G05870	0	0	0	0
gene:AT4G05865	0	0	0	0
gene:AT4G05875	0	0	0	0
gene:AT4G11355	0	0	0	0
gene:AT4G11405	0	0	0	0
gene:AT4G05885	0	0	0	0
gene:AT4G05880	0	1	0	0
gene:AT4G05890	0	0	0	0
gene:AT4G05895	0	0	0	0
gene:AT4G05900	0	0	0	0
gene:AT4G05905	0	0	0	0
gene:AT4G05910	123	124	69	54
gene:AT4G05915	3	0	4	3
gene:AT4G05920	0	0	0	0
gene:AT4G05925	0	0	0	0
gene:AT4G05930	0	0	0	0
gene:AT4G05935	13	11	10	9
gene:AT4G11985	0	0	0	0
gene:AT4G05940	12	13	1	0
gene:AT4G05945	1	0	3	0
gene:AT4G05950	0	0	0	2
gene:AT4G12065	2	0	1	0
gene:AT4G12115	0	0	0	0
gene:AT4G05965	0	0	0	0
gene:AT4G05970	0	0	0	0
gene:AT4G05975	0	0	0	0
gene:AT4G05980	0	0	0	0
gene:AT4G05985	0	0	0	0
gene:AT4G12405	0	0	0	0
gene:AT4G05990	0	0	0	0
gene:AT4G12917	181	236	212	191
gene:AT4G05995	0	3	0	0
gene:AT4G06000	0	0	0	0
gene:AT4G06005	0	0	0	0
gene:AT4G06010	1	1	4	0
gene:AT4G06015	1	0	0	0
gene:AT4G13245	1	1	0	0
gene:AT4G06045	0	0	0	0
gene:AT4G06050	0	0	0	0
gene:AT4G06055	0	0	0	0
gene:AT4G13265	0	0	0	0
gene:AT4G06060	5	6	15	8
gene:AT4G06065	0	1	0	0
gene:AT4G13445	0	0	0	0
gene:AT4G06070	0	0	0	0
gene:AT4G13495	712	858	704	1286
gene:AT4G06075	0	0	0	0
gene:AT4G13493	0	0	0	0
gene:AT4G13494	5	11	7	2
gene:AT4G06080	0	2	0	2
gene:AT4G06085	0	0	4	0
gene:AT4G06090	0	0	0	2
gene:AT4G06095	0	0	0	0
gene:AT4G13505	2629	3069	3007	4717
gene:AT4G13554	1	2	0	0
gene:AT4G13555	0	0	0	0
gene:AT4G06105	4	2	3	3
gene:AT4G06110	1	6	5	1
gene:AT4G13564	0	1	2	7
gene:AT4G06115	0	0	0	1
gene:AT4G06130	0	4	1	0
gene:AT4G06135	29	63	44	39
gene:AT4G06140	0	0	0	0
gene:AT4G06145	0	0	0	0
gene:AT4G06155	0	0	0	0
gene:AT4G06160	1	0	0	0
gene:AT4G13918	126	91	141	162
gene:AT4G06165	2	0	0	0
gene:AT4G06170	0	0	0	0
gene:AT4G06175	19	16	21	11
gene:AT4G06185	0	0	0	0
gene:AT4G14345	0	0	0	0
gene:AT4G14415	0	0	1	0
gene:AT4G14504	5	4	5	0
gene:AT4G06195	3	13	10	10
gene:AT4G14548	9	39	13	19
gene:AT4G06200	0	0	0	0
gene:AT4G06205	0	0	0	0
gene:AT4G06210	12	12	4	11
gene:AT4G06215	128	126	109	101
gene:AT4G06225	4	1	5	3
gene:AT4G06235	1	0	2	0
gene:AT4G06240	0	0	0	0
gene:AT4G06245	0	0	0	0
gene:AT4G06250	0	2	4	1
gene:AT4G06255	0	9	4	0
gene:AT4G06260	0	0	0	0
gene:AT4G06265	3	2	0	0
gene:AT4G06280	0	0	0	0
gene:AT4G14811	0	0	0	0
gene:AT4G06285	6	6	15	8
gene:AT4G06290	0	0	0	0
gene:AT4G15242	0	0	0	0
gene:AT4G06295	0	0	0	0
gene:AT4G06300	0	0	0	0
gene:AT4G06305	2	8	6	2
gene:AT4G06310	1	2	5	2
gene:AT4G06315	0	3	1	1
gene:AT4G06320	0	1	1	0
gene:AT4G15258	6	10	12	6
gene:AT4G06330	0	0	0	0
gene:AT4G15775	0	0	0	0
gene:AT4G06335	8	7	1	1
gene:AT4G06340	154	186	95	189
gene:AT4G06345	0	0	0	0
gene:AT4G06365	0	0	0	0
gene:AT4G06370	0	0	0	0
gene:AT4G06375	4	5	6	6
gene:AT4G06380	0	1	0	2
gene:AT4G16105	0	0	0	0
gene:AT4G06385	1	3	3	1
gene:AT4G16235	0	0	0	0
gene:AT4G16355	1	2	3	4
gene:AT4G06390	0	0	0	0
gene:AT4G06395	2	9	3	6
gene:AT4G16465	0	0	0	0
gene:AT4G16475	0	0	0	0
gene:AT4G06400	0	0	0	0
gene:AT4G06405	0	0	0	0
gene:AT4G06410	211	196	187	206
gene:AT4G06415	60	58	28	22
gene:AT4G06425	0	0	0	0
gene:AT4G16748	0	0	0	0
gene:AT4G16892	7	42	28	24
gene:AT4G06440	0	0	0	0
gene:AT4G06445	0	0	0	0
gene:AT4G06450	0	0	0	0
gene:AT4G06455	0	0	0	0
gene:AT4G06460	0	0	0	0
gene:AT4G06665	1670	2061	1336	1363
gene:AT4G17098	929	1154	812	906
gene:AT4G06675	1	0	0	0
gene:AT4G06685	71	120	45	86
gene:AT4G06695	317	362	329	367
gene:AT4G06705	0	0	0	0
gene:AT4G06715	0	0	0	0
gene:AT4G06725	0	0	0	0
gene:AT4G17612	1	0	0	0
gene:AT4G17765	0	0	0	0
gene:AT4G17788	4	4	0	2
gene:AT4G06745	123	160	171	92
gene:AT4G06755	0	0	0	0
gene:AT4G17975	0	0	0	1
gene:AT4G06760	0	0	0	0
gene:AT4G18255	0	0	0	0
gene:AT4G06765	0	0	0	0
gene:AT4G06770	39	47	65	73
gene:AT4G06775	20	11	9	8
gene:AT4G06780	8	11	13	22
gene:AT4G06785	21	36	20	18
gene:AT4G06795	0	1	1	2
gene:AT4G06800	0	0	0	0
gene:AT4G06805	0	0	0	0
gene:AT4G06810	0	0	0	0
gene:AT4G06815	1	0	0	0
gene:AT4G06820	0	0	0	2
gene:AT4G06825	0	0	0	0
gene:AT4G06830	0	0	0	0
gene:AT4G06835	3	3	0	4
gene:AT4G18725	0	0	0	0
gene:AT4G06845	0	0	0	0
gene:AT4G18815	0	0	2	0
gene:AT4G06850	0	0	0	0
gene:AT4G06855	0	0	0	0
gene:AT4G06860	0	0	1	0
gene:AT4G06865	1	1	7	4
gene:AT4G06870	110	115	106	103
gene:AT4G06875	13	24	23	24
gene:AT4G19395	3	3	10	1
gene:AT4G06880	17	18	34	28
gene:AT4G06885	0	0	0	0
gene:AT4G06890	0	0	0	0
gene:AT4G06895	0	1	1	0
gene:AT4G06900	0	0	0	0
gene:AT4G06905	0	0	0	0
gene:AT4G06910	0	0	0	0
gene:AT4G06915	0	0	0	0
gene:AT4G06920	0	0	0	0
gene:AT4G06930	0	0	0	0
gene:AT4G06925	0	0	0	0
gene:AT4G06935	0	4	3	6
gene:AT4G20115	0	0	0	0
gene:AT4G06945	0	0	0	1
gene:AT4G06950	0	0	0	0
gene:AT4G06955	0	2	0	0
gene:AT4G06960	0	0	0	0
gene:AT4G20362	20422	22832	22518	23235
gene:AT4G06965	0	0	0	0
gene:AT4G06970	0	0	0	0
gene:AT4G06975	0	0	0	1
gene:AT4G06980	15	27	23	38
gene:AT4G06985	122	147	123	148
gene:AT4G06990	5	11	7	5
gene:AT4G06995	21	18	21	27
gene:AT4G07000	0	0	0	0
gene:AT4G07005	0	0	0	0
gene:AT4G21362	0	0	0	0
gene:AT4G07010	0	1	0	1
gene:AT4G07015	0	0	0	0
gene:AT4G07020	0	0	0	0
gene:AT4G21595	0	0	0	0
gene:AT4G07025	0	0	0	0
gene:AT4G07030	104	104	118	117
gene:AT4G07040	0	0	0	0
gene:AT4G07045	0	0	0	0
gene:AT4G07050	0	0	0	0
gene:AT4G07055	0	0	0	0
gene:AT4G07060	0	0	0	0
gene:AT4G22233	46	41	33	71
gene:AT4G22265	1	0	0	1
gene:AT4G07065	1	5	4	3
gene:AT4G07070	2	4	3	0
gene:AT4G07075	0	0	0	0
gene:AT4G07080	0	0	0	0
gene:AT4G07085	4	1	4	1
gene:AT4G07090	2	0	0	0
gene:AT4G22635	0	0	0	0
gene:AT4G07095	50	42	25	41
gene:AT4G22754	0	0	0	0
gene:AT4G07100	0	1	0	0
gene:AT4G07105	0	0	0	0
gene:AT4G07110	0	0	0	0
gene:AT4G23205	5	4	1	9
gene:AT4G23375	0	0	0	0
gene:AT4G23387	0	0	0	2
gene:AT4G07115	0	0	0	0
gene:AT4G07120	8	6	13	16
gene:AT4G07125	0	0	0	0
gene:AT4G07130	140	118	144	143
gene:AT4G07135	2	0	0	3
gene:AT4G07145	0	0	0	0
gene:AT4G07150	0	0	0	0
gene:AT4G07160	0	0	0	0
gene:AT4G07165	4	3	2	13
gene:AT4G23635	3	0	0	0
gene:AT4G23713	1	0	0	0
gene:AT4G07170	0	3	1	7
gene:AT4G07175	0	0	0	0
gene:AT4G07180	0	0	0	0
gene:AT4G07185	0	0	0	0
gene:AT4G07190	1591	1609	1497	1295
gene:AT4G23915	0	0	0	0
gene:AT4G07195	20	13	8	10
gene:AT4G07200	6	3	0	1
gene:AT4G07205	1	1	2	1
gene:AT4G07210	1	0	2	0
gene:AT4G24025	0	0	0	0
gene:AT4G07215	0	0	0	0
gene:AT4G07225	0	0	0	0
gene:AT4G07220	0	0	0	0
gene:AT4G07230	0	0	0	0
gene:AT4G07235	0	0	0	0
gene:AT4G07240	0	0	0	0
gene:AT4G07245	0	0	0	0
gene:AT4G07250	0	0	0	0
gene:AT4G07255	39	56	44	53
gene:AT4G07260	35	34	64	28
gene:AT4G24415	11	16	15	20
gene:AT4G07265	0	0	0	0
gene:AT4G07270	0	0	0	0
gene:AT4G07275	126	160	168	186
gene:AT4G24565	0	0	0	0
gene:AT4G07280	0	0	0	0
gene:AT4G07285	128	152	112	179
gene:AT4G07290	33	60	16	43
gene:AT4G07295	0	0	0	0
gene:AT4G07300	0	0	0	0
gene:AT4G07305	0	0	0	0
gene:AT4G07335	0	0	0	0
gene:AT4G07345	0	0	0	0
gene:AT4G07365	5	6	10	2
gene:AT4G07375	0	0	0	0
gene:AT4G25435	0	0	0	0
gene:AT4G07385	0	2	0	0
gene:AT4G07395	0	0	0	0
gene:AT4G07405	9	9	19	10
gene:AT4G25585	0	0	0	0
gene:AT4G25631	0	0	0	1
gene:AT4G25635	0	0	0	0
gene:AT4G25719	110	135	82	106
gene:AT4G07465	0	0	0	0
gene:AT4G25885	32	35	20	37
gene:AT4G07505	0	0	0	0
gene:AT4G26095	329	380	328	524
gene:AT4G07535	1	0	0	0
gene:AT4G07545	0	2	0	0
gene:AT4G26225	0	0	0	0
gene:AT4G26255	13	19	13	34
gene:AT4G07565	0	0	0	0
gene:AT4G07575	0	0	0	0
gene:AT4G26365	0	0	0	1
gene:AT4G07625	2	0	0	1
gene:AT4G07635	0	0	0	0
gene:AT4G26375	0	1	0	0
gene:AT4G26385	0	0	0	0
gene:AT4G07645	0	0	0	0
gene:AT4G07655	3	1	6	0
gene:AT4G26488	52	68	68	71
gene:AT4G26542	741	887	947	1092
gene:AT4G07665	0	0	0	0
gene:AT4G26582	66	92	58	92
gene:AT4G26675	0	0	0	0
gene:AT4G26795	88	145	130	106
gene:AT4G07715	0	0	0	0
gene:AT4G07735	93	93	69	78
gene:AT4G07745	0	0	0	0
gene:AT4G07765	0	0	0	0
gene:AT4G07775	0	0	0	0
gene:AT4G07785	0	0	0	0
gene:AT4G07805	0	0	0	0
gene:AT4G27395	0	0	0	0
gene:AT4G07815	2	0	0	0
gene:AT4G07845	0	0	0	0
gene:AT4G07855	3053	3795	3003	4195
gene:AT4G07865	0	0	0	0
gene:AT4G07875	7	1	4	1
gene:AT4G07895	9	10	11	15
gene:AT4G27765	1	1	1	0
